,,,,,,,,,,,,,,,
编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
SPC00342,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2"x1/4",,个,,Kg,
SPC00345,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2"x1/4",,个,0.6,Kg,
SPC00348,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2"x3/8",,个,,Kg,
SPC00353,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2"x3/8",,个,,Kg,
SPC00356,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2"x3/8",,个,0.8,Kg,
SPC00359,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2"x1/2",,个,,Kg,
SPC00364,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2"x1/2",,个,0.95,Kg,
SPC00367,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2"x1/2",,个,,Kg,
SPC00368,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x3/4",,个,,Kg,
SPC00369,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x3/4",,个,,Kg,
SPC00370,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2"x3/4",,个,,Kg,
SPC00371,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x3/4",,个,,Kg,
SPC00372,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,2"x3/4",,个,,Kg,
SPC00373,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,2"x3/4",,个,,Kg,
SPC00374,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,2"x3/4",,个,0.95,Kg,
SPC00375,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2"x3/4",,个,0.95,Kg,
SPC00376,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,2"x3/4",,个,,Kg,
SPC00377,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,2"x3/4",,个,1,Kg,
SPC00378,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2"x3/4",,个,0.9,Kg,
SPC00379,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x1",,个,,Kg,
SPC00380,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x1",,个,0.95,Kg,
SPC00381,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2"x1",,个,,Kg,
SPC00382,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x1",,个,1.65,Kg,
SPC00383,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,2"x1",,个,,Kg,
SPC00384,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,2"x1",,个,,Kg,
SPC00385,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,2"x1",,个,,Kg,
SPC00386,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2"x1",,个,0.95,Kg,
SPC00387,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,2"x1",,个,,Kg,
SPC00388,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,2"x1",,个,1,Kg,
SPC00389,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2"x1",,个,1.4,Kg,
SPC00401,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x1-1/2",,个,,Kg,
SPC00402,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x1-1/2",,个,,Kg,
SPC00403,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2"x1-1/2",,个,,Kg,
SPC00404,异径承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2"x1-1/2",,个,,Kg,
SPC00405,异径承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,2"x1-1/2",,个,,Kg,
SPC00406,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,2"x1-1/2",,个,,Kg,
SPC00407,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,2"x1-1/2",,个,0.95,Kg,
SPC00408,异径承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2"x1-1/2",,个,0.95,Kg,
SPC00409,异径承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,2"x1-1/2",,个,,Kg,
SPC00410,异径承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,2"x1-1/2",,个,1,Kg,
SPC00411,异径承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2"x1-1/2",,个,1.4,Kg,
SPC00412,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,1/4",,个,0.07,Kg,
SPC00413,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.06,Kg,
SPC00414,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.06,Kg,
SPC00415,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.07,Kg,
SPC00416,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1/4",,个,0.07,Kg,
SPC00417,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/4",,个,0.06,Kg,
SPC00418,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/4",,个,0.06,Kg,
SPC00419,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1/4",,个,0.06,Kg,
SPC00420,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1/4",,个,0.06,Kg,
SPC00421,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1/4",,个,0.06,Kg,
SPC00422,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1/4",,个,0.06,Kg,
SPC00423,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,3/8",,个,0.1,Kg,
SPC00424,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.08,Kg,
SPC00425,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.08,Kg,
SPC00426,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.1,Kg,
SPC00427,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,3/8",,个,0.1,Kg,
SPC00428,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/8",,个,0.08,Kg,
SPC00429,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/8",,个,0.08,Kg,
SPC00430,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,3/8",,个,0.08,Kg,
SPC00431,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,3/8",,个,0.08,Kg,
SPC00432,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,3/8",,个,0.08,Kg,
SPC00433,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,3/8",,个,0.08,Kg,
SPC00434,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,1/2",,个,0.16,Kg,
SPC00435,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.13,Kg,
SPC00436,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.13,Kg,
SPC00437,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.16,Kg,
SPC00438,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1/2",,个,0.16,Kg,
SPC00439,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/2",,个,0.13,Kg,
SPC00440,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1/2",,个,0.13,Kg,
SPC00441,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1/2",,个,0.13,Kg,
SPC00442,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1/2",,个,0.13,Kg,
SPC00443,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1/2",,个,0.13,Kg,
SPC00444,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1/2",,个,0.13,Kg,
SPC00445,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,3/4",,个,0.28,Kg,
SPC00446,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.2,Kg,
SPC00447,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.2,Kg,
SPC00448,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.28,Kg,
SPC00449,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,3/4",,个,0.28,Kg,
SPC00450,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/4",,个,0.2,Kg,
SPC00451,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,3/4",,个,0.2,Kg,
SPC00452,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,3/4",,个,0.2,Kg,
SPC00453,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,3/4",,个,0.2,Kg,
SPC00454,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,3/4",,个,0.2,Kg,
SPC00455,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,3/4",,个,0.2,Kg,
SPC00456,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 1,QA1,1",,个,0.48,Kg,
SPC00457,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1",,个,0.28,Kg,
SPC00458,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1",,个,0.28,Kg,
SPC00459,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1",,个,0.48,Kg,
SPC00460,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1",,个,0.48,Kg,
SPC00461,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1",,个,0.28,Kg,
SPC00462,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1",,个,0.28,Kg,
SPC00463,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1",,个,0.28,Kg,
SPC00464,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1",,个,0.28,Kg,
SPC00465,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1",,个,0.28,Kg,
SPC00466,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1",,个,0.28,Kg,
SPC00467,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,0.48,Kg,
SPC00468,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,0.48,Kg,
SPC00469,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,0.65,Kg,
SPC00470,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1-1/4",,个,0.65,Kg,
SPC00471,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/4",,个,0.48,Kg,
SPC00472,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/4",,个,0.48,Kg,
SPC00473,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1-1/4",,个,0.48,Kg,
SPC00474,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1-1/4",,个,0.48,Kg,
SPC00475,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1-1/4",,个,0.48,Kg,
SPC00476,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1-1/4",,个,0.48,Kg,
SPC00477,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,0.52,Kg,
SPC00478,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,0.52,Kg,
SPC00479,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,0.84,Kg,
SPC00480,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,1-1/2",,个,0.84,Kg,
SPC00481,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/2",,个,0.52,Kg,
SPC00482,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,1-1/2",,个,0.52,Kg,
SPC00483,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,1-1/2",,个,0.52,Kg,
SPC00484,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,1-1/2",,个,0.52,Kg,
SPC00485,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,1-1/2",,个,0.52,Kg,
SPC00486,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,1-1/2",,个,0.52,Kg,
SPC00487,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2",,个,0.95,Kg,
SPC00488,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 2,QA1,2",,个,0.95,Kg,
SPC00489,双头承插管接头,CL6000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 2,QA1,2",,个,1.65,Kg,
SPC00490,双头承插管接头,CL6000,FO,SW,P280GH,CP05T3052,ASME B16.11,RCC-M 2,QA1,2",,个,1.65,Kg,
SPC00491,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3038,ASME B16.11,RCC-M 3,QA2,2",,个,0.95,Kg,
SPC00492,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3038,ASME B16.11,RCC-M 3,QA2,2",,个,0.95,Kg,
SPC00493,双头承插管接头,CL3000,FO,SW,20,CP05T3037,ASME B16.11,RCC-M 3,QA2,2",,个,0.95,Kg,
SPC00494,双头承插管接头,CL3000,FO,SW,022Cr17Ni12Mo2,CP05T3023,ASME B16.11,NA,QNCa,2",,个,0.95,Kg,
SPC00495,双头承插管接头,CL3000,FO,SW,022Cr19Ni10,CP05T3023,ASME B16.11,NA,QNCa,2",,个,0.95,Kg,
SPC00496,双头承插管接头,CL3000,FO,SW,20,CP05T3025,ASME B16.11,NA,QNCa,2",,个,0.95,Kg,
SPC00497,异径套筒,cL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,3/8"x1/4",,个,,Kg,
SPC00498,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,3/8"x1/4",,个,,Kg,
SPC00499,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 2,QA1,3/8"x1/4",,个,,Kg,
SPC00500,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,3/8"x1/4",,个,,Kg,
SPC00501,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,3/8"x1/4",,个,,Kg,
SPC00502,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3038,MSS SP79,RCC-M 3,QA2,3/8"x1/4",,个,,Kg,
SPC00503,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 3,QA2,3/8"x1/4",,个,,Kg,
SPC00504,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 3,QA2,3/8"x1/4",,个,,Kg,
SPC00505,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3023,MSS SP79,NA,QNCa,3/8"x1/4",,个,,Kg,
SPC00506,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3023,MSS SP79,NA,QNCa,3/8"x1/4",,个,,Kg,
SPC00507,异径套筒,CL3000,FO,MF,20,CP05T3025,MSS SP79,NA,QNCa,3/8"x1/4",,个,,Kg,
SPC00508,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,1/2"x1/4",,个,,Kg,
SPC00509,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1/2"x1/4",,个,0.2,Kg,
SPC00510,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 2,QA1,1/2"x1/4",,个,,Kg,
SPC00511,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1/2"x1/4",,个,0.2,Kg,
SPC00512,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,1/2"x1/4",,个,,Kg,
SPC00513,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3038,MSS SP79,RCC-M 3,QA2,1/2"x1/4",,个,,Kg,
SPC00514,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 3,QA2,1/2"x1/4",,个,0.2,Kg,
SPC00515,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 3,QA2,1/2"x1/4",,个,0.2,Kg,
SPC00516,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3023,MSS SP79,NA,QNCa,1/2"x1/4",,个,,Kg,
SPC00517,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3023,MSS SP79,NA,QNCa,1/2"x1/4",,个,0.1,Kg,
SPC00518,异径套筒,CL3000,FO,MF,20,CP05T3025,MSS SP79,NA,QNCa,1/2"x1/4",,个,0.1,Kg,
SPC00519,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,1/2"x3/8",,个,,Kg,
SPC00520,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1/2"x3/8",,个,,Kg,
SPC00521,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 2,QA1,1/2"x3/8",,个,,Kg,
SPC00522,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1/2"x3/8",,个,,Kg,
SPC00523,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,1/2"x3/8",,个,,Kg,
SPC00524,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3038,MSS SP79,RCC-M 3,QA2,1/2"x3/8",,个,,Kg,
SPC00525,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 3,QA2,1/2"x3/8",,个,,Kg,
SPC00526,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 3,QA2,1/2"x3/8",,个,0.2,Kg,
SPC00527,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3023,MSS SP79,NA,QNCa,1/2"x3/8",,个,,Kg,
SPC00528,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3023,MSS SP79,NA,QNCa,1/2"x3/8",,个,0.1,Kg,
SPC00529,异径套筒,CL3000,FO,MF,20,CP05T3025,MSS SP79,NA,QNCa,1/2"x3/8",,个,0.1,Kg,
SPC00530,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,3/4"x3/8",,个,,Kg,
SPC00531,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,3/4"x3/8",,个,,Kg,
SPC00532,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,3/4"x3/8",,个,,Kg,
SPC00533,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,3/4"x1/2",,个,,Kg,
SPC00534,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,3/4"x1/2",,个,0.2,Kg,
SPC00535,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 2,QA1,3/4"x1/2",,个,,Kg,
SPC00536,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,3/4"x1/2",,个,0.2,Kg,
SPC00537,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,3/4"x1/2",,个,,Kg,
SPC00538,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3038,MSS SP79,RCC-M 3,QA2,3/4"x1/2",,个,,Kg,
SPC00539,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 3,QA2,3/4"x1/2",,个,0.2,Kg,
SPC00540,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 3,QA2,3/4"x1/2",,个,0.2,Kg,
SPC00541,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3023,MSS SP79,NA,QNCa,3/4"x1/2",,个,,Kg,
SPC00542,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3023,MSS SP79,NA,QNCa,3/4"x1/2",,个,0.2,Kg,
SPC00543,异径套筒,CL3000,FO,MF,20,CP05T3025,MSS SP79,NA,QNCa,3/4"x1/2",,个,0.1,Kg,
SPC00544,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,1"x1/2",,个,,Kg,
SPC00545,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1"x1/2",,个,0.4,Kg,
SPC00546,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,1"x1/2",,个,,Kg,
SPC00547,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 1,QA1,1"x3/4",,个,0.4,Kg,
SPC00548,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1"x3/4",,个,,Kg,
SPC00549,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 2,QA1,1"x3/4",,个,0.2,Kg,
SPC00550,异径套筒,CL6000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 2,QA1,1"x3/4",,个,0.4,Kg,
SPC00551,异径套筒,CL6000,FO,MF,P280GH,CP05T3052,MSS SP79,RCC-M 2,QA1,1"x3/4",,个,,Kg,
SPC00552,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3038,MSS SP79,RCC-M 3,QA2,1"x3/4",,个,,Kg,
SPC00553,异径套筒,CL3000,FO,MF,022Cr19Ni10,CP05T3038,MSS SP79,RCC-M 3,QA2,1"x3/4",,个,0.4,Kg,
SPC00554,异径套筒,CL3000,FO,MF,20,CP05T3037,MSS SP79,RCC-M 3,QA2,1"x3/4",,个,0.2,Kg,
SPC00555,异径套筒,CL3000,FO,MF,022Cr17Ni12Mo2,CP05T3023,MSS SP79,NA,QNCa,1"x3/4",,个,0.2,Kg,
