noun_hash,noun_name,attr_hashes,attr_names,count
0x000003EE,,0x00235BF6, TSIC,1
0x00000A30,,0x00235BF7,ATSIC,1
0x00000D92,,0x00235BFC,FTSIC,1
0x00000C9E,,0x00235BFC,FTSIC,1
0x00000A94,,0x00235BFC,FTSIC,1
0x000005A0,,0x00235C03,MTSIC,1
0x00000452,,0x0023CE65, YEKC,1
0x00000AE9,,0x0024147A,MNCLC,1
0x00000C46,,0x00241481,TNCLC,1
0x00000D25,,0x00241494,LOCLC,1
0x0000106D,,0x00241496,NOCLC,1
0x0000041E,,0x00241AF7;0x00241AFC, VELC;EVELC,2
0x00000176,,0x00241C3B, GFLC,1
0x0000022E,,0x00242568;0x00242571, MILC;IMILC,2
0x00000674,,0x0024261E,TSILC,1
0x00000287,,0x0024388D;0x00243972,NEPLC; NPLC,2
0x00000937,,0x002442B1,RTSLC,1
0x00000BE8,,0x002442B8,YTSLC,1
0x0000002C,,0x0024687C;0x0024688E, AFMC;RAFMC,2
0x000001EE,,0x002469A5;0x002469AA, LFMC;ELFMC,2
0x00000816,,0x00248277,IDOMC,1
0x00000305,,0x00248F16;0x00248F17, PSMC;APSMC,2
0x000010FB,,0x00248F2A,TPSMC,1
0x00000A10,,0x00248F94,RTSMC,1
0x0000044A,,0x002492C7;0x002492DB, XTMC;TXTMC,2
0x0000045B,,0x002492E2;0x002492F2, YTMC;PYTMC,2
0x000004D9,,0x0024A86B,EMANC,1
0x000003F3,,0x0024DC65;0x0024DC7E, TSNC;YTSNC,2
0x00000C4B,,0x0024FB2B,UNCOC,1
0x00000983,,0x0024FB82;0x0024FB87, RCOC;ERCOC,2
0x00000A16,,0x0024FC36,RXCOC,1
0x00000121,,0x002502C9;0x002502DC, FFOC;SFFOC,2
0x00000575,,0x00250326,LIFOC,1
0x00000E58,,0x00252E95,GPUOC,1
0x0000029C,,0x0025453B;0x0025454D, OBPC;ROBPC,2
0x000002A6,,0x00254814;0x00254822, OCPC;NOCPC,2
0x00000687,,0x00254829,UOCPC,1
0x000001A1,,0x00254A4B;0x00254A5D, IDPC;RIDPC,2
0x00000260,,0x00255084;0x00255085, NFPC;ANFPC,2
0x0000033D,,0x002553C9;0x002553CA, RGPC;ARGPC,2
0x00000832,,0x002553D2,IRGPC,1
0x000006C8,,0x00255DE7,YEKPC,1
0x00000391,,0x00256221;0x00256235, SLPC;TSLPC,2
0x000010D7,,0x002569AC,NIOPC,1
0x000003A1,,0x00256AAC;0x00256AB5, SOPC;ISOPC,2
0x000006DA,,0x00256AAF,CSOPC,1
0x000003AC,,0x00256D85, SPPC,1
0x00000AE4,,0x002571CA,MERPC,1
0x00000713,,0x002571CA,MERPC,1
0x000002C8,,0x002572CB;0x002572DB, ORPC;PORPC,2
0x00000166,,0x002574B1, FSPC,1
0x000001CA,,0x00257D8D;0x00257DA0, IVPC;SIVPC,2
0x0000008A,,0x0025DAFF;0x0025DB08, DARC;IDARC,2
0x00000C43,,0x0025DB49,TFARC,1
0x00000D47,,0x0025DD0E,NWARC,1
0x00001107,,0x0025E84A,AVERC,1
0x000008D2,,0x0025E9CF,LIFRC,1
0x00000C4E,,0x0025EA5F,UNFRC,1
0x00000DF6,,0x0025EB05,YTFRC,1
0x000002E8,,0x0025ED59;0x0025ED6B, PGRC;RPGRC,2
0x00000BD2,,0x0025FF5B,TXMRC,1
0x000000DF,,0x0026001F;0x0026002D, ENRC;NENRC,2
0x0000039C,,0x00260199;0x002601AD, SNRC;TSNRC,2
0x00000154,,0x00260B9E, FRRC,1
0x0000092C,,0x00260FD6;0x00260FE8, SSRC;RSSRC,2
0x00000BCB,,0x002611B5,TITRC,1
0x00000E8D,,0x0026120D;0x0026121D, MTRC;PMTRC,2
0x000005B2,,0x00261A04,NGWRC,1
0x000002A8,,0x00262EBD;0x00262EC1, OCSC;DOCSC,2
0x00000645,,0x002634EE,SSESC,1
0x000003D0,,0x002634F6;0x002634FC, TESC;FTESC,2
0x00000CD8,,0x00263A1A,TNGSC,1
0x00000A5F,,0x00263B8E,NAHSC,1
0x00000F9F,,0x00263BF1,EEHSC,1
0x00000F32,,0x00263D24,OPHSC,1
0x00000930,,0x00263D93,RTHSC,1
0x00001007,,0x00263E6C,SAISC,1
0x00000B7E,,0x00263EE9,IFISC,1
0x000002B8,,0x00264E10, ONSC,1
0x00000A38,,0x00265375,DLPSC,1
0x00000F94,,0x00265CF1,BUSSC,1
0x00000BCC,,0x00265E98,TITSC,1
0x00000897,,0x00265F0E,CNTSC,1
0x000009BC,,0x00265F7C,ERTSC,1
0x0000045E,,0x00266034;0x00266040, YTSC;LYTSC,2
0x00000A3A,,0x002674CA,EDATC,1
0x00000D95,,0x002674CC,GDATC,1
0x00000248,,0x002675D3;0x002675DA, NATC;GNATC,2
0x00000EA0,,0x002675E6,SNATC,1
0x00000BC3,,0x002675E6,SNATC,1
0x00000744,,0x002675E6,SNATC,1
0x00000189,,0x00267AE3;0x00267AE8, HCTC;EHCTC,2
0x000010EE,,0x00267AF7,THCTC,1
0x00000D2B,,0x00267BAC,LOCTC,1
0x00001072,,0x00267BAE,NOCTC,1
0x00000335,,0x002681A3;0x002681B0, RETC;MRETC,2
0x0000082F,,0x002681AC,IRETC,1
0x00000EA1,,0x002681B6,SRETC,1
0x00000BC4,,0x002681B6,SRETC,1
0x0000074A,,0x002681B6,SRETC,1
0x000001F1,,0x002683DA;0x002683DB, LFTC;ALFTC,2
0x000003D6,,0x00268D3D;0x00268D49, TITC;LTITC,2
0x000008C6,,0x0026943F,LELTC,1
0x0000018C,,0x00269484;0x00269489, HLTC;EHLTC,2
0x00000EFD,,0x002694F9,ILLTC,1
0x00001027,,0x002695DB,STLTC,1
0x00000AEA,,0x00269842,MPMTC,1
0x00000717,,0x00269842,MPMTC,1
0x000002F6,,0x00269C37;0x00269DE7,  OTC; POTC,2
0x00000140,,0x00269CD9;0x00269CDF, FOTC;FFOTC,2
0x000010EB,,0x00269CED,TFOTC,1
0x0000028B,,0x00269FA5;0x0026A08A,NEPTC; NPTC,2
0x00000058,,0x0026A4DD;0x0026A4E1, ARTC;DARTC,2
0x000010E6,,0x0026A4F1,TARTC,1
0x000000F7,,0x0026A549;0x0026A54F, ERTC;FERTC,2
0x0000021C,,0x0026AE91;0x0026AE9A, LUTC;ILUTC,2
0x00000B5D,,0x0026B51E,CTWTC,1
0x00000371,,0x0026B7BE;0x0026B7D2, RXTC;TRXTC,2
0x000003BB,,0x0026B7D9;0x0026B7ED, SXTC;TSXTC,2
0x00000401,,0x0026B7F4;0x0026B808, TXTC;TTXTC,2
0x000008B5,,0x0026C912,HTCUC,1
0x00000A9E,,0x0026C91D,STCUC,1
0x00000B0F,,0x0026C921,WTCUC,1
0x000001BB,,0x0026E734;0x0026E748, INUC;TINUC,2
0x000005CC,,0x0026E743,OINUC,1
0x000007B3,,0x0026ED40,ILPUC,1
0x00000461,,0x0026F757;0x0026F9FA,  TUC; YTUC,2
0x00000823,,0x00271B06,INEVC,1
0x000001F3,,0x00271DA0;0x00271DA1, LFVC;ALFVC,2
0x0000056F,,0x002741BE,LCSVC,1
0x00000198,,0x00274512;0x00274524, HTVC;RHTVC,2
0x00000FCB,,0x00275C52,LLAWC,1
0x00000610,,0x00276492,RIDWC,1
0x0000012A,,0x00276CBA;0x00276CC3, FGWC;IFGWC,2
0x00000098,,0x00277236;0x0027724A, DIWC;TDIWC,2
0x00000B03,,0x00277357,SNIWC,1
0x00000640,,0x00278761,SOPWC,1
0x00000008,,0x0027A50C,   XC,1
0x00000016,,0x0027C738,  LXC,1
0x0000000A,,0x0027F1EF,   YC,1
0x00000953,,0x0027FD82,TADYC,1
0x00000017,,0x0028141B,  LYC,1
0x00000723,,0x00282E36,NDUYC,1
0x00000002,,0x00288BB5;0x0028D898;0x00290EB3;0x002910CF;0x00C29E98,    D;   AD;  SAD; TSAD;    W,5
0x00000CAA,,0x002910D8,ITSAD,1
0x000000BE,,0x00297AE9;0x00297B70;0x00297B7E,  CCD; ECCD;NECCD,3
0x000001CD,,0x00297BF7;0x00297C06, JCCD;OJCCD,2
0x00000F50,,0x002994B8,SALCD,1
0x00000472,,0x0029A642;0x0029A643, FRCD;AFRCD,2
0x000008C1,,0x0029D3C3,LEGDD,1
0x0000087C,,0x0029D3FF,RGGDD,1
0x00000753,,0x0029DAF7,TSIDD,1
0x000006A7,,0x0029EF1E,VUPDD,1
0x0000006F,,0x002A5C31;0x002A5C45, CAFD;TCAFD,2
0x00000352,,0x002A85A4;0x002A85A7, ROFD;CROFD,2
0x00000662,,0x002C2F43;0x0041D04A,NCCLD;TNCCG,2
0x00000A15,,0x002C317E,RXCLD,1
0x0000074C,,0x002C31EC,TADLD,1
0x000006D2,,0x002C33D8,ZSDLD,1
0x000001E4,,0x002C3496;0x002C35DA;0x002C35E3,  ELD; LELD;ILELD,3
0x00000909,,0x002C34F9,RCELD,1
0x000007DD,,0x002C34F9;0x002C34F9,RCELD;RCELD,2
0x00000B67,,0x002C3507,EDELD,1
0x000007A8,,0x002C3507;0x002C3507,EDELD;EDELD,2
0x00000B43,,0x002C3554,AGELD,1
0x0000086A,,0x002C3604,OMELD,1
0x000007D1,,0x002C3604;0x002C3604,OMELD;OMELD,2
0x00000EAA,,0x002C365A,TPELD,1
0x000006D3,,0x002C36B1,ZSELD,1
0x00000F91,,0x002C36E9,AVELD,1
0x0000083E,,0x002C36F1,IVELD,1
0x0000070F,,0x002C36F4,LVELD,1
0x000006AC,,0x002C36FE,VVELD,1
0x00000B05,,0x002C59CA,TARLD,1
0x000007DC,,0x002C6200,PYTLD,1
0x00000CD6,,0x002C66F8,SRVLD,1
0x0000023C,,0x002C9F52;0x002C9F57, MOMD;EMOMD,2
0x00000777,,0x002CCA43,DOCND,1
0x00000020,,0x002CCB9E;0x002CCBAC, ADND;NADND,2
0x000008BE,,0x002CCC16,LEDND,1
0x000009D0,,0x002CCD1E,FODND,1
0x00000F2F,,0x002CCD42,OPDND,1
0x00000AF1,,0x002CCD42,OPDND,1
0x0000098A,,0x002CCD6E,ERDND,1
0x000006F1,,0x002CCD6F,FRDND,1
0x00000C20,,0x002CCDA8,ITDND,1
0x00000B2B,,0x002CD560,NLGND,1
0x00000DFB,,0x002CD643,YTGND,1
0x00000B33,,0x002CD88B,OOHND,1
0x00000805,,0x002CFBB9,CYTND,1
0x00000C04,,0x002D5EA5,ARAPD,1
0x00000552,,0x002D79AD,IDKPD,1
0x00000D66,,0x002D86B1,TSOPD,1
0x00001112,,0x002D8DBE,PERPD,1
0x000010DF,,0x002D8DBE,PERPD,1
0x000010A2,,0x002D8DBE,PERPD,1
0x00000EC8,,0x002DB098,ALCQD,1
0x000008F5,,0x002DE26F,PYTQD,1
0x00000073,,0x002E0239;0x002E024D, CERD;TCERD,2
0x000001E5,,0x002E032C;0x002E0331, LERD;ELERD,2
0x00000438,,0x002E9E36;0x002E9E4A, XETD;TXETD,2
0x00000D82,,0x002F42F7,CTIVD,1
0x000006DD,,0x002F42F7,CTIVD,1
0x00001049,,0x002F430C,XTIVD,1
0x00000DE1,,0x002F430C,XTIVD,1
0x00000208,,0x002F5332;0x002F5347, LOVD;ULOVD,2
0x000010C8,,0x002FC8D0,ETBXD,1
0x00000F54,,0x002FCA22,SECXD,1
0x00000A86,,0x002FCACF,CLCXD,1
0x00000C84,,0x002FCAD1,ELCXD,1
0x00000B6D,,0x002FCAD1,ELCXD,1
0x00000FAD,,0x002FCAD2,FLCXD,1
0x00000E4F,,0x002FCAD2,FLCXD,1
0x00000AD5,,0x002FCAD4,HLCXD,1
0x00000732,,0x002FCADC,PLCXD,1
0x00000D63,,0x002FCAE0,TLCXD,1
0x00000C4D,,0x002FCB17,UNCXD,1
0x00000C3E,,0x002FCB4A,RPCXD,1
0x00000FB5,,0x002FCB75,GRCXD,1
0x000009E9,,0x002FCBB0,LTCXD,1
0x00000A7F,,0x002FCBB6,RTCXD,1
0x0000100F,,0x002FCD67,SIDXD,1
0x000010F7,,0x002FCDD4,TMDXD,1
0x00000469,,0x002FCF8C,ACEXD,1
0x00000488,,0x002FCF8D,BCEXD,1
0x00000CDC,,0x002FD1D6,TXEXD,1
0x0000095A,,0x002FD1D6,TXEXD,1
0x000001B4,,0x002FD306;0x002FD312, IFXD;LIFXD,2
0x00000CB4,,0x002FD824,NCHXD,1
0x000007BE,,0x002FD824,NCHXD,1
0x00000CBC,,0x002FD825,OCHXD,1
0x00000A47,,0x002FD855,IEHXD,1
0x00000CFE,,0x002FD9AE,CRHXD,1
0x00000C79,,0x002FD9AE,CRHXD,1
0x00000495,,0x002FE79A,COMXD,1
0x000004C2,,0x002FE79B,DOMXD,1
0x00000A99,,0x002FE938,LCNXD,1
0x00000C3F,,0x002FED76,RPOXD,1
0x0000004F,,0x002FEEA8;0x002FEEB6, APXD;NAPXD,2
0x00001114,,0x002FEF92,RIPXD,1
0x000010F4,,0x002FEFE5,TLPXD,1
0x0000086D,,0x002FEFFB,OMPXD,1
0x000007D3,,0x002FEFFB,OMPXD,1
0x00000363,,0x002FF073;0x002FF078, RPXD;ERPXD,2
0x00000E10,,0x002FF0C2,YTPXD,1
0x00000EED,,0x002FF4CC,FERXD,1
0x00000F08,,0x002FFA0C;0x002FFA18, ATXD;LATXD,2
0x00000FD4,,0x002FFA1A,NATXD,1
0x000010DE,,0x002FFA36,OBTXD,1
0x0000085F,,0x002FFA36,OBTXD,1
0x00000787,,0x002FFA36,OBTXD,1
0x00000730,,0x002FFA36,OBTXD,1
0x00000F0D,,0x002FFA42;0x002FFA4E, CTXD;LCTXD,2
0x00000CB5,,0x002FFA50,NCTXD,1
0x000007BF,,0x002FFA50,NCTXD,1
0x00000CC4,,0x002FFA51,OCTXD,1
0x00000EE1,,0x002FFA62,EDTXD,1
0x00000E6B,,0x002FFA66,IDTXD,1
0x00000B14,,0x002FFA79,AETXD,1
0x00000A85,,0x002FFA79,AETXD,1
0x00000766,,0x002FFA79,AETXD,1
0x000006D4,,0x002FFA79,AETXD,1
0x000008B0,,0x002FFA80,HETXD,1
0x00000BEE,,0x002FFA93;0x002FFA94, FTXD;AFTXD,2
0x00000558,,0x002FFAD2,IHTXD,1
0x000008E5,,0x002FFAF1,MITXD,1
0x000005CD,,0x002FFB44,OLTXD,1
0x00000ECB,,0x002FFB51,AMTXD,1
0x00000915,,0x002FFB62,RMTXD,1
0x000005D1,,0x002FFB7A,ONTXD,1
0x00000CD3,,0x002FFB7E,SNTXD,1
0x000009DD,,0x002FFB8C,FOTXD,1
0x00000CEC,,0x002FFB9D,WOTXD,1
0x00000D01,,0x002FFBDA,CRTXD,1
0x00000C7A,,0x002FFBDA,CRTXD,1
0x00000499,,0x002FFBDA,CRTXD,1
0x000009BF,,0x002FFBDC,ERTXD,1
0x00000F9B,,0x00300373,DIWXD,1
0x000001A5,,0x0030671A;0x0030672D, IDZD;SIDZD,2
0x00000247,,0x0030F8DC;0x0030F8E3, NAAE;GNAAE,2
0x000007C4,,0x0030FB8E,OLBAE,1
0x000008A3,,0x0030FEAD,DOCAE,1
0x00000CF8,,0x00310F6E;0x00310F71, LIAE;CLIAE,2
0x0000046C,,0x00312853,AERAE,1
0x00000E13,,0x00312CD9,YTSAE,1
0x00000F86,,0x00314B8D,AOCBE,1
0x0000094E,,0x003199E2,TADCE,1
0x00000EA7,,0x00319E1A,TNECE,1
0x00000DC2,,0x0031B316,SXLCE,1
0x00000DC5,,0x0031B331,SYLCE,1
0x00000EC6,,0x0031B3DC,AEMCE,1
0x00000652,,0x0031B935,TAOCE,1
0x000004D0,,0x0031B977,EDOCE,1
0x000000E0,,0x0031B98D;0x0031B993, EOCE;FEOCE,2
0x00001079,,0x0031BA59,OLOCE,1
0x00000C5B,,0x0031BA95,UNOCE,1
0x00000457,,0x0031BE82;0x0031BE94, YPCE;RYPCE,2
0x000004C5,,0x0031EB23,DPEDE,1
0x00000619,,0x0031EB31,RPEDE,1
0x00000A4B,,0x0031EB79,ISEDE,1
0x00000052,,0x00320E8F;0x00320EA6, ARDE;WARDE,2
0x00000F70,,0x00323418,XEDEE,1
0x00000BA2,,0x00324D7A,OCMEE,1
0x0000009D,,0x0032505F, DNEE,1
0x00000EDF,,0x003258EA;0x003258EF, DQEE;EDQEE,2
0x00000F88,,0x00327F19,AOCFE,1
0x00000D21,,0x00327F24,LOCFE,1
0x00001069,,0x00327F26,NOCFE,1
0x0000103E,,0x003297C3,XELFE,1
0x00000283,,0x0032A30F;0x0032A31D;0x0032A402, EPFE;NEPFE; NPFE,3
0x00000933,,0x0032AD41,RTSFE,1
0x00000BE4,,0x0032AD48,YTSFE,1
0x000002D1,,0x0032C664, PAGE,1
0x00000898,,0x0032F53C,DARGE,1
0x00000148,,0x0032F5BF, FRGE,1
0x00000B21,,0x00337E26,HCLIE,1
0x0000076D,,0x00337E54;0x00337E62, ELIE;NELIE,2
0x000010C1,,0x00337E59,EELIE,1
0x000001FE,,0x00337F11, LLIE,1
0x00000ABA,,0x00337F15,DLLIE,1
0x0000099F,,0x00337FB8,ERLIE,1
0x00000DAA,,0x00337FF8,OTLIE,1
0x00000760,,0x00337FFF,VTLIE,1
0x0000103A,,0x0033837F;0x0033852F;0x00338544,  NIE; PNIE;UPNIE,3
0x000002B4,,0x00338514, ONIE,1
0x000000EF,,0x00338F6A;0x00338F7D, ERIE;SERIE,2
0x0000073B,,0x00338F7C,RERIE,1
0x0000095B,,0x003393BD;0x003393D2, SSIE;USSIE,2
0x00000C93,,0x003395DE,ELTIE,1
0x000003FD,,0x0033A100;0x0033A215;0x0033A22E,TIXIE; TXIE;YTXIE,3
0x00000D1D,,0x00344673,LLALE,1
0x00000DE9,,0x00344758,YTALE,1
0x000008FB,,0x00344B02,RACLE,1
0x00000AAD,,0x00344CEA,TSCLE,1
0x00000BB2,,0x00344D36,OVCLE,1
0x00000252,,0x00345201;0x00345202, NELE;ANELE,2
0x00000539,,0x00345208,GNELE,1
0x00000B75,,0x003452DE,EVELE,1
0x0000022F,,0x00345D4A;0x00345D53, MILE;IMILE,2
0x00000901,,0x003464A3,RALLE,1
0x00000B23,,0x0034669A,HTLLE,1
0x00000BB4,,0x003466D7,OVLLE,1
0x00000239,,0x00346B87;0x003719C3, MNLE;NLLUE,2
0x00000274,,0x00346BA2, NNLE,1
0x00000EEE,,0x00346DA9,FFOLE,1
0x00000424,,0x00346F6E;0x00346F72, WOLE;DWOLE,2
0x00000864,,0x003475EC,OCRLE,1
0x000007A3,,0x00347616,CERLE,1
0x0000109D,,0x0034761F,LERLE,1
0x000008CA,,0x0034761F,LERLE,1
0x00000AC5,,0x00347669,EHRLE,1
0x000009DA,,0x00347727,FORLE,1
0x00000E11,,0x003477C1,YTRLE,1
0x00000E6A,,0x00347BB3,IDTLE,1
0x0000036E,,0x00347FFD;0x00348002, RULE;ERULE,2
0x0000005F,,0x003483E4;0x003483F6, AWLE;RAWLE,2
0x00000096,,0x0034A93A, DIME,1
0x00000221,,0x0034E048;0x0034E04D, MANE;EMANE,2
0x000004A1,,0x0034E4F0,DCCNE,1
0x00001047,,0x0034E6CF,XTCNE,1
0x00000041,,0x00350130, AMNE,1
0x00000066,,0x0035014B, BMNE,1
0x000000B8,,0x00351570;0x00351579, DTNE;IDTNE,2
0x00000809,,0x00354B90,EDLOE,1
0x000003DF,,0x003552ED, TNOE,1
0x00000543,,0x003552F4,GTNOE,1
0x000005C8,,0x003552FB,NTNOE,1
0x00000D5D,,0x003555D8,RTOOE,1
0x00000080,,0x00355C86;0x00355C8B, CROE;ECROE,2
0x00000F7D,,0x00355CA2,ADROE,1
0x00000770,,0x00355CBC;0x00355CC5, EROE;IEROE,2
0x0000054D,,0x00357AD3,HTAPE,1
0x0000025A,,0x0035858D, NEPE,1
0x000008E9,,0x00359903,NILPE,1
0x0000027F,,0x0035A207;0x0035A21C, NOPE;UNOPE,2
0x000004D2,,0x0035A989,EDRPE,1
0x000005E3,,0x0035AABD,PORPE,1
0x0000008B,,0x003612E1;0x003612EA, DARE;IDARE,2
0x00000330,,0x00361CE6;0x00361CE7, RDRE;ARDRE,2
0x00000117,,0x00361E7B;0x00361E80, FERE;EFERE,2
0x0000041F,,0x0036202B;0x00362034, VERE;IVERE,2
0x00000B5C,,0x003636A5,CSMRE,1
0x000002C2,,0x00363EC1;0x00363ED4, OPRE;SOPRE,2
0x000006B2,,0x003647EA,WTSRE,1
0x00000961,,0x00366CEF,WTESE,1
0x00001022,,0x00368BB7,SOPSE,1
0x0000084F,,0x0036959C,NATSE,1
0x00000FF9,,0x003695A0,RATSE,1
0x00000653,,0x003695A2,TATSE,1
0x00000C63,,0x00369702,UNTSE,1
0x000009BD,,0x0036975E,ERTSE,1
0x000008D9,,0x00369822,LYTSE,1
0x00000D49,,0x00369824,NYTSE,1
0x000004A6,,0x0036B25D,DDCTE,1
0x000005DB,,0x0036B269,PDCTE,1
0x00000336,,0x0036B985;0x0036B992, RETE;MRETE,2
0x00000830,,0x0036B98E,IRETE,1
0x00000BC5,,0x0036B998,SRETE,1
0x0000074B,,0x0036B998,SRETE,1
0x00000B19,,0x0036C120,CIHTE,1
0x0000082B,,0x0036E136,IPSTE,1
0x000001FF,,0x003719B5;0x003719C9, LLUE;TLLUE,2
0x00000821,,0x003719BE,ILLUE,1
0x00000F75,,0x00371A8B,YSLUE,1
0x00000079,,0x00371E23;0x00371E74;0x00371E88,  NUE; CNUE;TCNUE,3
0x000001BC,,0x00371F16;0x00371F2A, INUE;TINUE,2
0x00000A08,,0x00372B13,RNRUE,1
0x000001AC,,0x00379F3B;0x00379F42, IEWE;GIEWE,2
0x000008CD,,0x00393921,LGNAF,1
0x00000B8C,,0x00393E31,LAPAF,1
0x00000142,,0x00393EAC;0x00393EB5, FPAF;IFPAF,2
0x000001BF,,0x00393EFD;0x00393F0B, IPAF;NIPAF,2
0x00000F3B,,0x00393FC9,OPPAF,1
0x000003A8,,0x0039400B, SPAF,1
0x00000841,,0x00394080,IWPAF,1
0x0000046D,,0x00394444,AERAF,1
0x00000A4C,,0x003948BA,ITSAF,1
0x00000CF4,,0x003949F8,CETAF,1
0x000008AF,,0x003949FD,HETAF,1
0x00000AFF,,0x00394A08,SETAF,1
0x0000088A,,0x00394A0C,WETAF,1
0x00000443,,0x00398A9C, XOBF,1
0x00001102,,0x00398AB0,TXOBF,1
0x00000136,,0x0039D599;0x0039D5A0, FOCF;GFOCF,2
0x00000CA3,,0x003A060B,IFEDF,1
0x0000058F,,0x003A10EC,MAIDF,1
0x00000657,,0x003A6CB5,TGNEF,1
0x00000EB0,,0x003A6DF9,TSNEF,1
0x00000E08,,0x003A6E19,YTNEF,1
0x00000D87,,0x003A6F2E,EDOEF,1
0x000009E3,,0x003A6F32,IDOEF,1
0x00000AC4,,0x003A6F9A,EHOEF,1
0x0000023B,,0x003A701C, MOEF,1
0x000001F7,,0x003AABCE;0x003AABD3, LIFF;ELIFF,2
0x00000848,,0x003AABDA;0x003AABDA,LLIFF;LLIFF,2
0x00000A95,,0x003B39E6,GIEHF,1
0x00000EAD,,0x003C6602,TSBLF,1
0x00000E4A,,0x003C6644,EVBLF,1
0x00000D99,,0x003C7961,KNILF,1
0x000005D2,,0x003CA6F5,ONYLF,1
0x00000C66,,0x003CA6FB,UNYLF,1
0x000009C8,,0x003CA757,ERYLF,1
0x0000013A,,0x003CD677;0x003CD680, FOMF;IFOMF,2
0x000000F0,,0x003CDEE7;0x003CDEED, ERMF;FERMF,2
0x00000980,,0x003D4C81,ERBOF,1
0x00000627,,0x003D56AF,SFFOF,1
0x0000053D,,0x003D6006,GNIOF,1
0x00000077,,0x003DABB9;0x003DABCD, CIPF;TCIPF,2
0x00000F73,,0x003DC155,XRPPF,1
0x00000506,,0x003DC596,FERPF,1
0x00001120,,0x003DC5BF,TFRPF,1
0x0000087F,,0x003DCA10,RTSPF,1
0x000007DF,,0x003DCA10,RTSPF,1
0x0000078C,,0x003DCA10,RTSPF,1
0x00000742,,0x003DCA10,RTSPF,1
0x0000061C,,0x003DCA10,RTSPF,1
0x0000008C,,0x003E2ED7,EDARF,1
0x000000C2,,0x003E2EDB;0x003E3778,IDARF; EDRF,2
0x000004F2,,0x003E30F3,EXARF,1
0x00000965,,0x003E3724,XADRF,1
0x00000E5D,,0x003E3766,IDDRF,1
0x000004B0,,0x003E37E8,DIDRF,1
0x00000B54,,0x003E3837,BLDRF,1
0x0000081F,,0x003E383E,ILDRF,1
0x00000DE0,,0x003E384D,XLDRF,1
0x00000DE7,,0x003E384E,YLDRF,1
0x000009D1,,0x003E388C,FODRF,1
0x00000F30,,0x003E38B0,OPDRF,1
0x0000098D,,0x003E38DC,ERDRF,1
0x00000DC1,,0x003E398C,SXDRF,1
0x00000DC4,,0x003E39A7,SYDRF,1
0x000010D5,,0x003E45A8,NDIRF,1
0x00000C29,,0x003E45A8;0x003E45A8,NDIRF;NDIRF,2
0x00000DD7,,0x003E45B2,XDIRF,1
0x000006B8,,0x003E45B2,XDIRF,1
0x00000DE4,,0x003E45B3,YDIRF,1
0x000006C6,,0x003E45B3,YDIRF,1
0x000006D0,,0x003E45B4,ZDIRF,1
0x00000C86,,0x003E4677,ELIRF,1
0x000004BC,,0x003E46AC,DNIRF,1
0x00000C52,,0x003E46BD,UNIRF,1
0x000002EA,,0x003E46DE, PIRF,1
0x00000F49,,0x003E588B,PUORF,1
0x0000051E,,0x003E5B09,FRPRF,1
0x00000650,,0x003E645E,SYSRF,1
0x00000159,,0x003EAC54;0x003EAC55, FRSF;AFRSF,2
0x0000036B,,0x003EB34A;0x003EB34F, RTSF;ERTSF,2
0x000006E2,,0x003ECA17,ERATF,1
0x00000E35,,0x003ED619,AXETF,1
0x0000107B,,0x003EDB37,ORGTF,1
0x00000C35,,0x003EFA39,OORTF,1
0x00000402,,0x003F0BC7, TXTF,1
0x00000318,,0x003F0E34;0x003F0E39, PYTF;EPYTF,2
0x00000209,,0x003F8B14;0x003F8B29, LOVF;ULOVF,2
0x000001AD,,0x003FBB2C;0x003FBB33, IEWF;GIEWF,2
0x00000AA1,,0x003FC61D,TDIWF,1
0x000005AB,,0x00401BA0,NELXF,1
0x000009DE,,0x004041AB,FOYXF,1
0x000005AC,,0x00406883,NELYF,1
0x00000DDA,,0x004154E8,XENAG,1
0x000008CE,,0x00415512,LGNAG,1
0x00000D80,,0x0041553F,CINAG,1
0x00000CF5,,0x0041553F,CINAG,1
0x000009D8,,0x004155E4,FONAG,1
0x00000F39,,0x00415608,OPNAG,1
0x0000111D,,0x0041602D,TDRAG,1
0x00000877,,0x004176A2,RAZAG,1
0x00000E1D,,0x004178AA,YTZAG,1
0x000010DC,,0x00419BBF,OBLBG,1
0x0000034E,,0x0041A405;0x0041A5EB;0x0041A5F0,  OBG; ROBG;EROBG,3
0x00000278,,0x0041F0E8;0x0041F262;0x0041F270,  OCG; NOCG;NNOCG,3
0x0000052B,,0x0041F191,GFOCG,1
0x00000D59,,0x0041F2E0,RROCG,1
0x000004FB,,0x0041FA00,FERCG,1
0x0000097F,,0x00421AB1,ERBDG,1
0x00000CB6,,0x00421D42,NOCDG,1
0x00000342,,0x00422CB5;0x00422E9B;0x00422EA0,  IDG; RIDG;ERIDG,3
0x00000671,,0x00422ECA,TSIDG,1
0x00000131,,0x004238BB;0x004238BC, FMDG;AFMDG,2
0x000003DB,,0x00423A35;0x00423A4E, TMDG;YTMDG,2
0x000004FF,,0x004246E3,FERDG,1
0x00000AE0,,0x0042509D,LPUDG,1
0x00000118,,0x004262D0;0x0042633C;0x0046565D;0x00465662,  AEG; DAEG; FERG;EFERG,4
0x00000B58,,0x0042633F,CDAEG,1
0x00000D50,,0x0042634E,RDAEG,1
0x0000067C,,0x00426500,TTAEG,1
