noun_hash,noun_name,attr_hashes,attr_names,count
0x0000017E,,0x00427998;0x00427A55;0x00427A5D,  IEG; GIEG;HGIEG,3
0x00000E92,,0x004279C5,RAIEG,1
0x00000095,,0x00427A04;0x00427A09, DIEG;EDIEG,2
0x0000012B,,0x00427A3A;0x00427A3B, FIEG;AFIEG,2
0x000001F6,,0x00427ADC;0x00427AE5, LIEG;ILIEG,2
0x00000384,,0x00427B99;0x00427B9E, SIEG;ESIEG,2
0x0000009E,,0x00428841, DNEG,1
0x000003D3,,0x004312A1, THGG,1
0x0000089F,,0x004330CF,DISGG,1
0x00000298,,0x00434DE7;0x00434DF9, OBHG;ROBHG,2
0x000002D9,,0x00434DF7;0x00434E02,POBHG; PBHG,2
0x000002A1,,0x004350C0;0x004350CE, OCHG;NOCHG,2
0x0000032D,,0x00435309;0x004353EA,RIDHG; RDHG,2
0x0000033B,,0x00435C75;0x00435C76, RGHG;ARGHG,2
0x000000A7,,0x004371C3, DOHG,1
0x000002BE,,0x004375C5;0x004375D8, OPHG;SOPHG,2
0x0000030E,,0x00438139;0x00438144,POTHG; PTHG,2
0x00000333,,0x0043A3A6;0x0043A3A7, REIG;AREIG,2
0x000003EF,,0x0043CBBA;0x0043CBC9, TSIG;OTSIG,2
0x00000D26,,0x00448458,LOCLG,1
0x00000385,,0x004495CE;0x004495E2, SILG;TSILG,2
0x00000938,,0x0044B275,RTSLG,1
0x00000BE9,,0x0044B27C,YTSLG,1
0x0000041B,,0x0044CC3A;0x0044CC3F, VAMG;EVAMG,2
0x0000003F,,0x0044EC2F;0x0044EC47, AMMG;XAMMG,2
0x000001B7,,0x0044ED07;0x0044ED15, IMMG;NIMMG,2
0x0000110A,,0x00451DAB,EKCNG,1
0x00000B68,,0x00453F1A,EDONG,1
0x00000941,,0x004572A0,SFFOG,1
0x0000087D,,0x004583D0,RGLOG,1
0x00000D07,,0x00458C4E,EGOOG,1
0x00000DBC,,0x00458D4F,SPOOG,1
0x00000E0D,,0x00458DC1,YTOOG,1
0x00000D45,,0x0045B2BB,NTAPG,1
0x000003A2,,0x0045D86F;0x0045DA70;0x0045DA79,  OPG; SOPG;ISOPG,3
0x000004EA,,0x0045DA75;0x0045DA88,ESOPG;XSOPG,2
0x000005C2,,0x0045DA7E;0x0045DA89,NSOPG;YSOPG,2
0x0000068D,,0x0045DA85;0x0045DA8A,USOPG;ZSOPG,2
0x00000507,,0x0045E187,FERPG,1
0x000010E1,,0x004654A4,RPDRG,1
0x000001E6,,0x004656FF;0x00465700, LERG;ALERG,2
0x00000D9F,,0x004658F2,MCFRG,1
0x00000B12,,0x00465A2B,BOFRG,1
0x00000BC7,,0x00466642,SUJRG,1
0x00000620,,0x0046727E,SBORG,1
0x00000514,,0x004672DD,FFORG,1
0x00000EF7,,0x00467E0E,IDSRG,1
0x00000169,,0x00467E3B, FSRG,1
0x00000E33,,0x00467FB6,ATSRG,1
0x000006EF,,0x00469926,FRASG,1
0x00000E2B,,0x0046A44F,APESG,1
0x000006F7,,0x0046B879,FRLSG,1
0x000000E3,,0x0046C278;0x0046C27B, EPSG;CEPSG,2
0x00000477,,0x0046C846,AFRSG,1
0x000002CC,,0x0046C938;0x0046C93C, ORSG;DORSG,2
0x00000417,,0x0046CD55;0x0046CF8C;0x0046CF8E,  TSG; UTSG;BUTSG,3
0x00000524,,0x0046CFFE,FYTSG,1
0x000004BA,,0x0046D44F,DLVSG,1
0x0000029E,,0x0046E88B;0x0046E89D, OBTG;ROBTG,2
0x000002DB,,0x0046E89B;0x0046E8A6,POBTG; PBTG,2
0x000002A9,,0x0046EB64;0x0046EB72, OCTG;NOCTG,2
0x00000331,,0x0046EDAD;0x0046EE8E,RIDTG; RDTG,2
0x0000033E,,0x0046F719;0x0046F71A, RGTG;ARGTG,2
0x000000AD,,0x00470C67, DOTG,1
0x000002C3,,0x00471069;0x0047107C, OPTG;SOPTG,2
0x000009B1,,0x004710BF,ERPTG,1
0x00000312,,0x00471BDD;0x00471BE8,POTTG; PTTG,2
0x00000319,,0x00472A25;0x00472A2A, PYTG;EPYTG,2
0x0000051B,,0x004735C5,FRBUG,1
0x00000F4A,,0x00473EFC,PXEUG,1
0x00000F20,,0x004742AB,NEGUG,1
0x00000DAD,,0x0047507E,PALUG,1
0x00000FD7,,0x004750B2,NCLUG,1
0x000008A1,,0x0047519B,DLLUG,1
0x00000788,,0x004751A6,OLLUG,1
0x00000E8C,,0x004751A7,PLLUG,1
0x00000494,,0x004751EB,COLUG,1
0x00000AB8,,0x00475423,DIMUG,1
0x00000E9A,,0x00475431,RIMUG,1
0x000006B3,,0x00475595,WVMUG,1
0x00000B76,,0x004761F6,FERUG,1
0x00000BBA,,0x00476200,PERUG,1
0x00000C28,,0x004766F2,MYSUG,1
0x00000685,,0x0047A71A,ULOVG,1
0x00000FCC,,0x0047CC16,LLAWG,1
0x0000052E,,0x0047D724,GIEWG,1
0x00000163,,0x0047FBD1, FRWG,1
0x000010A7,,0x004864F1,TCAYG,1
0x00000D72,,0x00486514,AEAYG,1
0x000010BC,,0x00486583,DIAYG,1
0x00000FC4,,0x004865DB,KLAYG,1
0x00000F48,,0x00486631,POAYG,1
0x00000F8A,,0x00486673,ARAYG,1
0x00000949,,0x004866A0,SSAYG,1
0x00000710,,0x00486705,LWAYG,1
0x0000088F,,0x004867D2,ADBYG,1
0x000008AB,,0x004867D7,FDBYG,1
0x00000D34,,0x004867F9,MEBYG,1
0x00000F84,,0x0048683E,AHBYG,1
0x000007B0,,0x00486843,FHBYG,1
0x0000057B,,0x004868D0,LMBYG,1
0x0000065E,,0x004868D8,TMBYG,1
0x00000C38,,0x00486925,PPBYG,1
0x00000B85,,0x004869A5,IUBYG,1
0x00000B4A,,0x004869B8,AVBYG,1
0x0000058B,,0x004869DE,LWBYG,1
0x00001006,,0x00486A6C,SACYG,1
0x00000063,,0x00486A74, BCYG,1
0x00000BD9,,0x00486A8B,WBCYG,1
0x000006B7,,0x00486A8C,XBCYG,1
0x00000FA0,,0x00486B87,ELCYG,1
0x00000228,,0x00486B9D, MCYG,1
0x00000BDC,,0x00486BB4,WMCYG,1
0x00000E77,,0x00486BDF,LOCYG,1
0x00000DA4,,0x00486BE0,MOCYG,1
0x0000085C,,0x00486BE1,NOCYG,1
0x00000784,,0x00486BE1,NOCYG,1
0x00000729,,0x00486BE1,NOCYG,1
0x000002DE,,0x00486BEE, PCYG,1
0x000006D6,,0x00486BF1,CPCYG,1
0x00000E41,,0x00486BF3,EPCYG,1
0x00000828,,0x00486BF7,IPCYG,1
0x0000072A,,0x00486BFC,NPCYG,1
0x00000BDE,,0x00486C05,WPCYG,1
0x000006D8,,0x00486C27,CRCYG,1
0x000006DE,,0x00486C28,DRCYG,1
0x0000109A,,0x00486C2D,IRCYG,1
0x00000FBF,,0x00486C2D,IRCYG,1
0x000007B5,,0x00486C2D,IRCYG,1
0x00000A4E,,0x00486C2F,KRCYG,1
0x000010B2,,0x00486C33,ORCYG,1
0x00000E8F,,0x00486C34,PRCYG,1
0x00000F93,,0x00486C5C,BTCYG,1
0x00000F98,,0x00486C5D,CTCYG,1
0x00000D46,,0x00486C68,NTCYG,1
0x0000072E,,0x00486C68,NTCYG,1
0x00000C40,,0x00486C6C,RTCYG,1
0x00001139,,0x00486C6E,TTCYG,1
0x00000EB5,,0x00486C6E,TTCYG,1
0x00000B0C,,0x00486C6E,TTCYG,1
0x00000DF2,,0x00486C73,YTCYG,1
0x00000A33,,0x00486C93,CVCYG,1
0x00000BB3,,0x00486C9F,OVCYG,1
0x00000423,,0x00486CAB, WCYG,1
0x00000BE0,,0x00486CC2,WWCYG,1
0x000005D6,,0x00486D42,PADYG,1
0x00000DC7,,0x00486D46,TADYG,1
0x00000815,,0x00486D71,ICDYG,1
0x00000D9E,,0x00486D75,MCDYG,1
0x00000B17,,0x00486DA1,CEDYG,1
0x000010AF,,0x00486DA4,FEDYG,1
0x00000C18,,0x00486DA7,IEDYG,1
0x00000F1F,,0x00486DAC,NEDYG,1
0x000010B5,,0x00486DB1,SEDYG,1
0x00000881,,0x00486DB1,SEDYG,1
0x000007E3,,0x00486DB1,SEDYG,1
0x000005DD,,0x00486DC9,PFDYG,1
0x00000FB2,,0x00486DF6,GHDYG,1
0x000010D4,,0x00486DFC,MHDYG,1
0x000010B0,,0x00486E10,FIDYG,1
0x000010B6,,0x00486E1D,SIDYG,1
0x00000DB9,,0x00486E1D,SIDYG,1
0x0000096F,,0x00486E5E,CLDYG,1
0x00000867,,0x00486E6A,OLDYG,1
0x00000731,,0x00486E6A,OLDYG,1
0x0000113D,,0x00486E77,AMDYG,1
0x000010BB,,0x00486E77,AMDYG,1
0x000006D5,,0x00486E79,CMDYG,1
0x0000113E,,0x00486E7C,FMDYG,1
0x000010CD,,0x00486E7C,FMDYG,1
0x00000BF0,,0x00486E92,ANDYG,1
0x0000105C,,0x00486EAE,BODYG,1
0x00000AF7,,0x00486EBE,RODYG,1
0x00000CE4,,0x00486EC3,WODYG,1
0x000006D7,,0x00486ECA,CPDYG,1
0x00000AAC,,0x00486EDB,TPDYG,1
0x00000D7B,,0x00486EFE,ARDYG,1
0x00000C05,,0x00486EFE,ARDYG,1
0x0000096A,,0x00486EFE,ARDYG,1
0x00000990,,0x00486F02,ERDYG,1
0x00000D90,,0x00486F03,FRDYG,1
0x00000C15,,0x00486F03,FRDYG,1
0x00000379,,0x00486F18, SDYG,1
0x00000BAC,,0x00486F42,OTDYG,1
0x00000C47,,0x00486F98,TWDYG,1
0x00000BD3,,0x004870A7,UFEYG,1
0x00000A34,,0x00487245,CVEYG,1
0x00000EB9,,0x0048728C,TXEYG,1
0x00000B7A,,0x004872EB,GAFYG,1
0x00000A5E,,0x004872F2,NAFYG,1
0x00000D85,,0x00487303,DBFYG,1
0x00000878,,0x00487311,RBFYG,1
0x00000A2E,,0x0048740E,ALFYG,1
0x00000C06,,0x004874B0,ARFYG,1
0x00000E52,,0x004874B5,FRFYG,1
0x00000DBD,,0x004874C2,SRFYG,1
0x0000049A,,0x004874CD,CSFYG,1
0x0000059D,,0x004874D7,MSFYG,1
0x00000A35,,0x0048751E,CVFYG,1
0x00000DA0,,0x00487600,MCGYG,1
0x00000FB3,,0x00487681,GHGYG,1
0x00000CA4,,0x00487683,IHGYG,1
0x00000D35,,0x00487687,MHGYG,1
0x0000087E,,0x004876A7,RIGYG,1
0x0000022D,,0x00487701, MGYG,1
0x00000660,,0x00487715,TMGYG,1
0x00000C72,,0x00487789,ARGYG,1
0x00000CC8,,0x004877CD,OTGYG,1
0x00000463,,0x00487860, ZGYG,1
0x00000E36,,0x00487861,AZGYG,1
0x0000084E,,0x0048786D,MZGYG,1
0x0000071C,,0x0048786D,MZGYG,1
0x00000743,,0x00487872,RZGYG,1
0x0000108A,,0x00487898,BAHYG,1
0x00000E4C,,0x0048789C,FAHYG,1
0x0000084D,,0x004878A3,MAHYG,1
0x00000D61,,0x004878AA,TAHYG,1
0x00000C0D,,0x00487907,EEHYG,1
0x00000B6C,,0x00487907,EEHYG,1
0x00000FB9,,0x00487940,HGHYG,1
0x00000AA7,,0x0048794C,TGHYG,1
0x000007C0,,0x0048797C,NIHYG,1
0x00000C32,,0x004879E9,OMHYG,1
0x00000C09,,0x00487A12,BOHYG,1
0x00000745,,0x00487A23,SOHYG,1
0x000008D7,,0x00487AF4,LWHYG,1
0x00000C16,,0x00487BAC,GCIYG,1
0x00000A4D,,0x00487BB0,KCIYG,1
0x000001FA,,0x00487C98, LIYG,1
0x000005CE,,0x00487CC2,OMIYG,1
0x0000101F,,0x00487CC6,SMIYG,1
0x00000E3A,,0x00487D58,CSIYG,1
0x00000DD1,,0x00487D69,TSIYG,1
0x000003D7,,0x00487D70, TIYG,1
0x00000180,,0x004881C3, GKYG,1
0x00000515,,0x004881C9,FGKYG,1
0x0000057C,,0x00488271,LMKYG,1
0x00000661,,0x00488279,TMKYG,1
0x0000026E,,0x00488280, NKYG,1
0x00000B22,,0x0048832A,HTKYG,1
0x00000EF1,,0x0048841D,HBLYG,1
0x000005D8,,0x00488425,PBLYG,1
0x00000489,,0x00488432,BCLYG,1
0x000004F5,,0x00488436,FCLYG,1
0x00000526,,0x00488437,GCLYG,1
0x00000AA8,,0x004884B0,TGLYG,1
0x00000882,,0x004884E5,SILYG,1
0x00000822,,0x0048852C,ILLYG,1
0x00000B45,,0x00488575,AOLYG,1
0x0000047E,,0x00488575,AOLYG,1
0x00000D8C,,0x004885E5,ESLYG,1
0x00000A4F,,0x004885EB,KSLYG,1
0x000006B1,,0x004885F7,WSLYG,1
0x00000891,,0x0048864D,AWLYG,1
0x000008AC,,0x00488652,FWLYG,1
0x00000FB7,,0x00488653,GWLYG,1
0x00000FC3,,0x00488655,IWLYG,1
0x0000058D,,0x00488658,LWLYG,1
0x00000A28,,0x00488663,WWLYG,1
0x00000762,,0x00488663,WWLYG,1
0x0000114F,,0x004886EB,XAMYG,1
0x0000113B,,0x004886EB,XAMYG,1
0x00001104,,0x004886EB,XAMYG,1
0x00000AE3,,0x00488731,MDMYG,1
0x00001146,,0x004887B9,NIMYG,1
0x00001110,,0x004887B9,NIMYG,1
0x000010D6,,0x004887B9,NIMYG,1
0x00000EA4,,0x004887BF,TIMYG,1
0x00000E57,,0x00488839,GNMYG,1
0x0000049D,,0x004888D7,CTMYG,1
0x00000A36,,0x0048890D,CVMYG,1
0x00000BB7,,0x00488919,OVMYG,1
0x00000CC9,,0x00488BBC,OTNYG,1
0x00000A20,,0x00488BF6,SVNYG,1
0x00000D73,,0x00488D0D,AFOYG,1
0x00000E7A,,0x00488D1A,NFOYG,1
0x00000A44,,0x00488E22,HPOYG,1
0x00000F23,,0x00488E28,NPOYG,1
0x00000F53,,0x00488F71,SAPYG,1
0x0000103B,,0x00488F75,WAPYG,1
0x00000A24,,0x00488FA8,TCPYG,1
0x00000B16,,0x00488FB2,CDPYG,1
0x00000705,,0x00488FB8,IDPYG,1
0x00000C3C,,0x00488FDC,REPYG,1
0x000007A6,,0x004890DC,DOPYG,1
0x00000826,,0x004890E1,IOPYG,1
0x00000D30,,0x004890E4,LOPYG,1
0x00000922,,0x004890EA,ROPYG,1
0x00001147,,0x004890EB,SOPYG,1
0x00001118,,0x004890EB,SOPYG,1
0x000010E3,,0x004890EB,SOPYG,1
0x00001023,,0x004890EB,SOPYG,1
0x00000B04,,0x004890EB,SOPYG,1
0x0000078F,,0x004890EB,SOPYG,1
0x00000748,,0x004890EB,SOPYG,1
0x00000DD0,,0x004890EC,TOPYG,1
0x0000088C,,0x004890F0,XOPYG,1
0x0000088E,,0x004890F1,YOPYG,1
0x00000749,,0x00489106,SPPYG,1
0x0000114A,,0x00489107,TPPYG,1
0x0000112A,,0x00489107,TPPYG,1
0x000010F9,,0x00489107,TPPYG,1
0x00000C1D,,0x00489132,IRPYG,1
0x0000070C,,0x00489135,LRPYG,1
0x000005E7,,0x00489139,PRPYG,1
0x0000061B,,0x0048913B,RRPYG,1
0x00000642,,0x0048913C,SRPYG,1
0x000010BA,,0x0048913F,VRPYG,1
0x000006A5,,0x0048913F,VRPYG,1
0x0000103C,,0x00489140,WRPYG,1
0x00000A97,,0x0048914C,HSPYG,1
0x00000B25,,0x00489167,HTPYG,1
0x00000A21,,0x004891A8,SVPYG,1
0x00000904,,0x00489522,RARYG,1
0x00000AD2,,0x00489583,GERYG,1
0x000010BD,,0x004895EC,DIRYG,1
0x00000C08,,0x004897EB,BASYG,1
0x00000906,,0x004897FB,RASYG,1
0x00000B60,,0x00489808,DBSYG,1
0x00000E80,,0x0048982E,OCSYG,1
0x00000B92,,0x00489846,LDSYG,1
0x000008BA,,0x00489846,LDSYG,1
0x000007F9,,0x00489872,BFSYG,1
0x00000D0B,,0x004898AC,FHSYG,1
0x00000727,,0x004898B4,NHSYG,1
0x00000DCD,,0x004898BA,THSYG,1
0x00000A31,,0x00489915,CLSYG,1
0x00000DA8,,0x00489921,OLSYG,1
0x00000FED,,0x00489957,ONSYG,1
0x00000CE0,,0x00489978,UOSYG,1
0x00000E43,,0x00489983,EPSYG,1
0x00000C39,,0x0048998E,PPSYG,1
0x00000F90,,0x004899EB,ATSYG,1
0x00000D7D,,0x004899EB,ATSYG,1
0x00000A32,,0x004899ED,CTSYG,1
0x00000D93,,0x004899F0,FTSYG,1
0x0000113F,,0x004899F1,GTSYG,1
0x0000084A,,0x00489A11,LUSYG,1
0x00000D70,,0x00489A1F,ZUSYG,1
0x00000B4E,,0x00489A21,AVSYG,1
0x00000A37,,0x00489A23,CVSYG,1
0x000009DF,,0x00489AE5,HBTYG,1
0x00000700,,0x00489AE5,HBTYG,1
0x0000048A,,0x00489AFA,BCTYG,1
0x000004F7,,0x00489AFE,FCTYG,1
0x00000527,,0x00489AFF,GCTYG,1
0x00000DA2,,0x00489B3B,METYG,1
0x00000C41,,0x00489B5C,SFTYG,1
0x00000D36,,0x00489B8C,MHTYG,1
0x00000E21,,0x00489BF4,ILTYG,1
0x00000C33,,0x00489C15,OMTYG,1
0x00000F4E,,0x00489C4E,ROTYG,1
0x00000BDD,,0x00489C53,WOTYG,1
0x00000497,,0x00489C5A,CPTYG,1
0x00000C1E,,0x00489C96,IRTYG,1
0x00000D8D,,0x00489CAD,ESTYG,1
0x00000BB1,,0x00489CD2,OTTYG,1
0x00000CCE,,0x00489CF0,RUTYG,1
0x00000D38,,0x00489D06,MVTYG,1
0x000008FA,,0x00489D5A,PYTYG,1
0x00000D37,,0x00489E65,MHUYG,1
0x00000D1A,,0x00489ECF,KLUYG,1
0x0000070A,,0x00489ED0,LLUYG,1
0x00000D39,,0x00489FDF,MVUYG,1
0x00000711,,0x00489FF9,LWUYG,1
0x00000C3B,,0x0048A086,RAVYG,1
0x0000048B,,0x0048A0AC,BCVYG,1
0x00000528,,0x0048A0B1,GCVYG,1
0x00000C34,,0x0048A1C7,OMVYG,1
0x00000827,,0x0048A1F7,IOVYG,1
0x00001065,,0x0048A1FA,LOVYG,1
0x00000D8E,,0x0048A25F,ESVYG,1
0x00000B51,,0x0048A2AC,AVVYG,1
0x00000899,,0x0048A351,DAWYG,1
0x00000AA6,,0x0048A3B2,TDWYG,1
0x00000FBC,,0x0048A3C2,IEWYG,1
0x00000DA3,,0x0048A3C6,MEWYG,1
0x00000FBA,,0x0048A3F7,HGWYG,1
0x0000085A,,0x0048A433,NIWYG,1
0x00000A43,,0x0048A47E,HLWYG,1
0x000008D3,,0x0048A482,LLWYG,1
0x0000073F,,0x0048A488,RLWYG,1
0x00000ED7,,0x0048A4CB,DOWYG,1
0x00000A90,,0x0048A4CB,DOWYG,1
0x0000047F,,0x0048A4E3,APWYG,1
0x00000482,,0x0048A534,ASWYG,1
0x00001082,,0x0048A561,STWYG,1
0x00000FAB,,0x0048A905,FAYYG,1
0x00000D3A,,0x0048A90D,NAYYG,1
0x0000088B,,0x0048A99D,WFYYG,1
0x000008EC,,0x0048AD60,NOZYG,1
0x000006C7,,0x0049684F,YEKAH,1
0x00000CA0,,0x00496B82,GILAH,1
0x00000BF4,,0x0049B8E6,ANLBH,1
0x000003BE,,0x0049E4FB;0x0049E717;0x0049E729,  ACH; TACH;RTACH,3
0x00000F51,,0x004A0469;0x004A047C, ALCH;SALCH,2
0x000005CF,,0x004A05BC,OMLCH,1
0x00000279,,0x004A0E53, NOCH,1
0x0000057E,,0x004A0E5F,LNOCH,1
0x000005B8,,0x004A0E61,NNOCH,1
0x0000063B,,0x004A0E66,SNOCH,1
0x00000E0C,,0x004A0F0E,YTOCH,1
0x0000051F,,0x004A1FDB,FRUCH,1
0x000003CE,,0x004A3D42;0x004A3F5E;0x004A3F5F,  EDH; TEDH;ATEDH,3
0x00000664,,0x004A3ED0,TNEDH,1
0x0000047B,,0x004A4160,ALFDH,1
0x00000B52,,0x004A514E,BALDH,1
0x00000794,,0x004A51D4,AFLDH,1
0x0000052A,,0x004A51DA,GFLDH,1
0x00001090,,0x004A5229,EILDH,1
0x000001FD,,0x004A5275, LLDH,1
0x00000C89,,0x004A527A,ELLDH,1
0x0000026F,,0x004A52AB;0x004A52AC, NLDH;ANLDH,2
0x0000043F,,0x004A53B9, XLDH,1
0x00000237,,0x004A56FE;0x004A570B;0x004A5842, ANDH;MANDH; MNDH,3
0x00000442,,0x004A596B, XNDH,1
0x00000C6D,,0x004A5DDA,ALPDH,1
0x000009AD,,0x004A5E80,ERPDH,1
0x000003E7,,0x004A6463;0x004A6468, TRDH;ETRDH,2
0x0000068B,,0x004A66E5,UPSDH,1
0x000003EB,,0x004A673C;0x004A6741, TSDH;ETSDH,2
0x000006CE,,0x004A6755,YTSDH,1
0x00000E78,,0x004A6822,NATDH,1
0x00000B96,,0x004A6822,NATDH,1
0x0000071F,,0x004A6822,NATDH,1
0x000005A3,,0x004A6822,NATDH,1
0x0000060A,,0x004A6892,RETDH,1
0x00000573,,0x004A68A7,LFTDH,1
0x000003F8,,0x004A6A15;0x004A6A1A, TTDH;ETTDH,2
0x0000058A,,0x004A6A3C,LUTDH,1
0x0000060B,,0x004B0258,RETFH,1
0x000002D2,,0x004B1A37, PAGH,1
0x00000B39,,0x004B3DD4,RBNGH,1
0x00000CDD,,0x004B3E0D,UDNGH,1
0x0000067A,,0x004C3A39,TSUJH,1
0x0000075B,,0x004CC3F8,UBPLH,1
0x00000780,,0x004CC425,LDPLH,1
0x000009D9,,0x004CC548,FOPLH,1
0x00000AF2,,0x004CC56C,OPPLH,1
0x00000A8A,,0x004CC5B1,CSPLH,1
0x00000781,,0x004CC5F0,LUPLH,1
0x00000478,,0x004CCD11,AHSLH,1
0x0000060C,,0x004CCFAA,RETLH,1
0x000003C1,,0x004CE7F5;0x004CE807, TAMH;RTAMH,2
0x00000F79,,0x004CF75C,ADGMH,1
0x000006D9,,0x004CF8F3,CSGMH,1
0x000004A9,,0x004D111B,DEPMH,1
0x000003FE,,0x004D2974;0x004D2979, TXMH;ETXMH,2
0x00000404,,0x004D2C4D;0x004D2C52, TYMH;ETYMH,2
0x00000406,,0x004D2F26;0x004D2F2B, TZMH;ETZMH,2
0x00000CFC,,0x004D34A5,CRANH,1
0x0000044D,,0x004D3838, YBNH,1
0x00000E7E,,0x004D38B3,OBCNH,1
0x00001064,,0x004D391C,LFCNH,1
0x000001E0,,0x004D39B2, LCNH,1
0x000002A4,,0x004D3A03, OCNH,1
0x00000D54,,0x004D3A30,RPCNH,1
0x00000751,,0x004D3A83,TSCNH,1
0x00000B3E,,0x004D3AED,RWCNH,1
0x00000021,,0x004D3B62;0x004D3B76, ADNH;TADNH,2
0x0000002D,,0x004D4114, AFNH,1
0x00000064,,0x004D412F, BFNH,1
0x00000178,,0x004D41B6;0x004D6835;0x004D6841, GFNH; USNH;LUSNH,3
0x00000957,,0x004D42A2,TOFNH,1
0x00000B4B,,0x004D4BD7,AVINH,1
0x000005A6,,0x004D52A4,NELNH,1
0x00000A0D,,0x004D5716,RTMNH,1
0x00000FE1,,0x004D5E74,NIPNH,1
0x00000B99,,0x004D5E74,NIPNH,1
0x00000859,,0x004D5E74,NIPNH,1
0x00000EAB,,0x004D5F6D,TRPNH,1
0x000000F1,,0x004D63AC;0x004D63B2, ERNH;FERNH,2
0x00000152,,0x004D63C7;0x004D63C8, FRNH;AFRNH,2
0x00000905,,0x004D662B,RASNH,1
0x00000082,,0x004D664F;0x004D6657, CSNH;HCSNH,2
0x00000213,,0x004D6742, LSNH,1
0x000007C2,,0x004D6828,NTSNH,1
0x00000DAB,,0x004D6829,OTSNH,1
0x0000093E,,0x004D6847,RUSNH,1
0x0000113A,,0x004D6849,TUSNH,1
0x0000102C,,0x004D68B4,SYSNH,1
0x00000A7E,,0x004D6904,RATNH,1
0x00000566,,0x004D69AF;0x004D69B8;0x004D69BA, HTNH;IHTNH;KHTNH,3
0x00000C9C,,0x004D6ADD,ESTNH,1
0x0000045D,,0x004D6B7A;0x004D6B8A, YTNH;PYTNH,2
0x00000A81,,0x004D6C30,TDUNH,1
0x0000016E,,0x004D6F2B;0x004D6F2C, FVNH;AFVNH,2
0x000001C9,,0x004D6F7C;0x004D6F8F, IVNH;SIVNH,2
0x00000D78,,0x004D6FE8;0x004D6FE9, MVNH;AMVNH,2
0x000009C1,,0x004D7074,ERVNH,1
0x000004BD,,0x004D86EA,DOCOH,1
0x00000327,,0x004DCE68;0x004DCE69, RAPH;ARAPH,2
0x0000072D,,0x004DCEAC,NTAPH,1
0x00001028,,0x004DE86D,SUJPH,1
0x000004C0,,0x004DF043;0x004DF047, OMPH;DOMPH,2
0x00000CAD,,0x004DFD2D,LBRPH,1
0x000000F3,,0x004DFD72;0x004DFD85, ERPH;SERPH,2
0x000005A4,,0x004E02C6,NATPH,1
0x000004BE,,0x004E6D93,DOCRH,1
0x000002B7,,0x004E8CE2, ONRH,1
0x00000D1E,,0x004EB47B,LLASH,1
0x00001113,,0x004EBA82,POCSH,1
0x00000E4D,,0x004EBBF2,FBDSH,1
0x00000E8A,,0x004EBBFC,PBDSH,1
0x00000779,,0x004EBDA0,DRDSH,1
0x00000FF4,,0x004EBEF0,PCESH,1
0x00000639,,0x004EC01C,SNESH,1
0x00000D7E,,0x004EC118,AXESH,1
0x00000D84,,0x004EC11A,CXESH,1
0x00000D94,,0x004EC11D,FXESH,1
0x00000DA6,,0x004EC124,MXESH,1
0x00000DAC,,0x004EC126,OXESH,1
0x00000EB8,,0x004EC12B,TXESH,1
0x00000617,,0x004EC30F,ROFSH,1
0x00000EDD,,0x004ECA64,EDISH,1
0x0000088D,,0x004ED045,YEKSH,1
0x00000846,,0x004ED403,KNLSH,1
0x000007F1,,0x004ED414,AOLSH,1
0x00001008,,0x004ED585,SAMSH,1
0x000008E1,,0x004ED858,MANSH,1
0x0000018F,,0x004EDBE1;0x004EDBEA, HOSH;IHOSH,2
0x0000065D,,0x004EDC61,TLOSH,1
0x000000E4,,0x004EDDE2;0x004EDE69;0x004EDE6C,  PSH; EPSH;CEPSH,3
0x0000096E,,0x004EDED8,CIPSH,1
0x00000360,,0x004EDFC8;0x004EDFCD, RPSH;ERPSH,2
0x00000C1C,,0x004EDFD1,IRPSH,1
0x00001042,,0x004EE70C,XESSH,1
0x00000C9D,,0x004EE88E,ETSSH,1
0x000004F1,,0x004EE8A4;0x004EE8A9, USSH;EUSSH,2
0x00000813,,0x004EEDD6,GPUSH,1
0x00000B3D,,0x004EF378,ROWSH,1
0x000004BF,,0x004F0759,DOCTH,1
0x000000D1,,0x004F1FE8;0x004F1FF6, ELTH;NELTH,2
0x00000272,,0x004F20DB, NLTH,1
0x00000B57,,0x004F2458,BTMTH,1
0x00000427,,0x004F2A59;0x004F2A67, WOTH;NWOTH,2
0x000000B0,,0x004F2B31, DPTH,1
0x000003AE,,0x004F2C6D;0x004F2CC6,SOPTH; SPTH,2
0x000000F8,,0x004F30FE;0x004F3114, ERTH;VERTH,2
0x000001C5,,0x004F3443;0x004F345D, ISTH;ZISTH,2
0x00000308,,0x004F3500;0x004F3505, PSTH;EPSTH,2
0x00000460,,0x004F38CC;0x004F38DC, YTTH;PYTTH,2
0x00000AD9,,0x004F41B4,LAXTH,1
0x000005F7,,0x004FD2A2,PYTVH,1
0x00000A0A,,0x004FF0E9,RODWH,1
0x00000CE2,,0x004FF0EE,WODWH,1
0x000000ED,,0x00531885;0x0053188A, ERFI;EERFI,2
0x00000266,,0x0054CD29;0x0054CD2E, NILI;ENILI,2
0x000000DE,,0x0054DA73;0x0054DA81, ENLI;NENLI,2
0x0000039B,,0x0054DBED;0x0054DC01, SNLI;TSNLI,2
0x00000430,,0x00550452;0x0055045B, XAMI;IXAMI,2
0x0000108F,,0x00558503,EBTNI,1
0x00000085,,0x00558519;0x00558528, CTNI;OCTNI,2
0x00000C2D,,0x00558528,OCTNI,1
