,编码,类型,英文品名,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级 ,公称直径,外径/Φ,单位,单重,单重单位,备注,
,SPT00688,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x3-1/2""",Φ168.3xΦ101.6,个,16.00 ,Kg,,
,SPT00689,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x3-1/2""",Φ168.3xΦ101.6,个,12.00 ,Kg,,
,SPT00690,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x3-1/2""",Φ168.3xΦ101.6,个,18.00 ,Kg,,
,SPT00691,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x3-1/2""",Φ168.3xΦ101.6,个,11.70 ,Kg,,
,SPT00692,TEE,RED.TEE,异径三通,4.37mmx3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"6""x3-1/2""",Φ168.3xΦ101.6,个,,Kg,,
,SPT00693,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"6""x3-1/2""",Φ168.3xΦ101.6,个,6.95 ,Kg,,
,SPT00694,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"6""x3-1/2""",Φ168.3xΦ101.6,个,16.00 ,Kg,,
,SPT00695,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"6""x3-1/2""",Φ168.3xΦ101.6,个,12.00 ,Kg,,
,SPT00696,TEE,RED.TEE,异径三通,4.37mmx3.58mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"6""x3-1/2""",Φ168.3xΦ101.6,个,,Kg,,
,SPT00697,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"6""x3-1/2""",Φ168.3xΦ101.6,个,6.95 ,Kg,,
,SPT00698,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"6""x3-1/2""",Φ168.3xΦ101.6,个,6.95 ,Kg,,
,SPT00699,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"6""x4""",Φ168.3xΦ114.3,个,30.00 ,Kg,,
,SPT00700,TEE,RED.TEE,异径三通,4.37mmx3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,,Kg,,
,SPT00701,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,7.10 ,Kg,,
,SPT00702,TEE,RED.TEE,异径三通,Sch120xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,29.00 ,Kg,,
,SPT00703,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,30.00 ,Kg,,
,SPT00704,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,16.00 ,Kg,,
,SPT00705,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,12.10 ,Kg,,
,SPT00706,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,18.00 ,Kg,,
,SPT00707,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x4""",Φ168.3xΦ114.3,个,12.00 ,Kg,,
,SPT00708,TEE,RED.TEE,异径三通,4.37mmx3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"6""x4""",Φ168.3xΦ114.3,个,16.60 ,Kg,,
,SPT00709,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"6""x4""",Φ168.3xΦ114.3,个,7.10 ,Kg,,
,SPT00710,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"6""x4""",Φ168.3xΦ114.3,个,16.00 ,Kg,,
,SPT00711,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"6""x4""",Φ168.3xΦ114.3,个,12.10 ,Kg,,
,SPT00712,TEE,RED.TEE,异径三通,4.37mmx3.58mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"6""x4""",Φ168.3xΦ114.3,个,16.00 ,Kg,,
,SPT00713,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"6""x4""",Φ168.3xΦ114.3,个,7.10 ,Kg,,
,SPT00714,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"6""x4""",Φ168.3xΦ114.3,个,7.10 ,Kg,,
,SPT00715,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"6""x5""",Φ168.3xΦ141.3,个,30.00 ,Kg,,
,SPT00716,TEE,RED.TEE,异径三通,4.37mmx4.37mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,,Kg,,
,SPT00717,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,7.25 ,Kg,,
,SPT00718,TEE,RED.TEE,异径三通,Sch120xSch120,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,29.00 ,Kg,,
,SPT00719,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,30.00 ,Kg,,
,SPT00720,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,16.00 ,Kg,,
,SPT00721,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,12.30 ,Kg,,
,SPT00722,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,18.00 ,Kg,,
,SPT00723,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"6""x5""",Φ168.3xΦ141.3,个,12.20 ,Kg,,
,SPT00724,TEE,RED.TEE,异径三通,4.37mmx4.37mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"6""x5""",Φ168.3xΦ141.3,个,,Kg,,
,SPT00725,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"6""x5""",Φ168.3xΦ141.3,个,7.25 ,Kg,,
,SPT00726,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"6""x5""",Φ168.3xΦ141.3,个,16.00 ,Kg,,
,SPT00727,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"6""x5""",Φ168.3xΦ141.3,个,12.30 ,Kg,,
,SPT00728,TEE,RED.TEE,异径三通,4.37mmx3.96mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"6""x5""",Φ168.3xΦ141.3,个,,Kg,,
,SPT00729,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"6""x5""",Φ168.3xΦ141.3,个,7.25 ,Kg,,
,SPT00730,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"6""x5""",Φ168.3xΦ141.3,个,7.25 ,Kg,,
,SPT00731,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00732,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00733,TEE,RED.TEE,异径三通,Sch120xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00734,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00735,TEE,RED.TEE,异径三通,Sch20x3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00736,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00737,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00738,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00739,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00740,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00741,TEE,RED.TEE,异径三通,Sch20x3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00742,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00743,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00744,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00745,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"8""x3""",Φ219.1xΦ88.9,个,,Kg,,
,SPT00746,TEE,RED.TEE,异径三通,Sch20x3.18mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"8""x3""",Φ219.1xΦ88.9,个,28.00 ,Kg,,
,SPT00747,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,,Kg,,
,SPT00748,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,13.30 ,Kg,,
,SPT00749,TEE,RED.TEE,异径三通,Sch120xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,44.00 ,Kg,,
,SPT00750,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,,Kg,,
,SPT00751,TEE,RED.TEE,异径三通,Sch20x3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,,Kg,,
,SPT00752,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,28.00 ,Kg,,
,SPT00753,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,17.80 ,Kg,,
,SPT00754,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,34.00 ,Kg,,
,SPT00755,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x3-1/2""",Φ219.1xΦ101.6,个,23.90 ,Kg,,
,SPT00756,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x3-1/2""",Φ219.1xΦ101.6,个,13.30 ,Kg,,
,SPT00757,TEE,RED.TEE,异径三通,Sch20x3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x3-1/2""",Φ219.1xΦ101.6,个,,Kg,,
,SPT00758,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x3-1/2""",Φ219.1xΦ101.6,个,28.00 ,Kg,,
,SPT00759,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x3-1/2""",Φ219.1xΦ101.6,个,17.80 ,Kg,,
,SPT00760,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"8""x3-1/2""",Φ219.1xΦ101.6,个,13.30 ,Kg,,
,SPT00761,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"8""x3-1/2""",Φ219.1xΦ101.6,个,13.30 ,Kg,,
,SPT00762,TEE,RED.TEE,异径三通,Sch20x3.58mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"8""x3-1/2""",Φ219.1xΦ101.6,个,,Kg,,
,SPT00763,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"8""x4""",Φ219.1xΦ114.3,个,49.00 ,Kg,,
,SPT00764,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,13.40 ,Kg,,
,SPT00765,TEE,RED.TEE,异径三通,Sch120xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,44.00 ,Kg,,
,SPT00766,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,49.00 ,Kg,,
,SPT00767,TEE,RED.TEE,异径三通,Sch20x3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,,Kg,,
,SPT00768,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,28.00 ,Kg,,
,SPT00769,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,10.00 ,Kg,,
,SPT00770,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,34.00 ,Kg,,
,SPT00771,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x4""",Φ219.1xΦ114.3,个,24.20 ,Kg,,
,SPT00772,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x4""",Φ219.1xΦ114.3,个,13.40 ,Kg,,
,SPT00773,TEE,RED.TEE,异径三通,Sch20x3.58mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x4""",Φ219.1xΦ114.3,个,,Kg,,
,SPT00774,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x4""",Φ219.1xΦ114.3,个,28.00 ,Kg,,
,SPT00775,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x4""",Φ219.1xΦ114.3,个,18.00 ,Kg,,
,SPT00776,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"8""x4""",Φ219.1xΦ114.3,个,13.40 ,Kg,,
,SPT00777,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"8""x4""",Φ219.1xΦ114.3,个,13.40 ,Kg,,
,SPT00778,TEE,RED.TEE,异径三通,Sch20x3.58mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"8""x4""",Φ219.1xΦ114.3,个,28.00 ,Kg,,
,SPT00779,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"8""x5""",Φ219.1xΦ141.3,个,52.00 ,Kg,,
,SPT00780,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,13.70 ,Kg,,
,SPT00781,TEE,RED.TEE,异径三通,Sch120xSch120,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,44.00 ,Kg,,
,SPT00782,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,52.00 ,Kg,,
,SPT00783,TEE,RED.TEE,异径三通,Sch20x4.37mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,,Kg,,
,SPT00784,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,28.00 ,Kg,,
,SPT00785,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,18.40 ,Kg,,
,SPT00786,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,34.00 ,Kg,,
,SPT00787,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x5""",Φ219.1xΦ141.3,个,24.70 ,Kg,,
,SPT00788,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x5""",Φ219.1xΦ141.3,个,13.70 ,Kg,,
,SPT00789,TEE,RED.TEE,异径三通,Sch20x4.37mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x5""",Φ219.1xΦ141.3,个,,Kg,,
,SPT00790,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x5""",Φ219.1xΦ141.3,个,28.00 ,Kg,,
,SPT00791,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x5""",Φ219.1xΦ141.3,个,18.40 ,Kg,,
,SPT00792,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"8""x5""",Φ219.1xΦ141.3,个,13.70 ,Kg,,
,SPT00793,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"8""x5""",Φ219.1xΦ141.3,个,13.70 ,Kg,,
,SPT00794,TEE,RED.TEE,异径三通,Sch20x3.96mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"8""x5""",Φ219.1xΦ141.3,个,,Kg,,
,SPT00795,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 1,QA1,"8""x6""",Φ219.1xΦ168.3,个,52.00 ,Kg,,
,SPT00796,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,14.00 ,Kg,,
,SPT00797,TEE,RED.TEE,异径三通,Sch120xSch120,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,52.00 ,Kg,,
,SPT00798,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,52.00 ,Kg,,
,SPT00799,TEE,RED.TEE,异径三通,Sch20x4.37mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,,Kg,,
,SPT00800,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,28.00 ,Kg,,
,SPT00801,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,18.80 ,Kg,,
,SPT00802,TEE,RED.TEE,异径三通,Sch80xSch80,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,34.00 ,Kg,,
,SPT00803,TEE,RED.TEE,异径三通,Sch80SxSch80S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"8""x6""",Φ219.1xΦ168.3,个,25.30 ,Kg,,
,SPT00804,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x6""",Φ219.1xΦ168.3,个,14.00 ,Kg,,
,SPT00805,TEE,RED.TEE,异径三通,Sch20x4.37mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x6""",Φ219.1xΦ168.3,个,21.00 ,Kg,,
,SPT00806,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 3,QA2,"8""x6""",Φ219.1xΦ168.3,个,28.00 ,Kg,,
,SPT00807,TEE,RED.TEE,异径三通,Sch40SxSch40S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 3,QA2,"8""x6""",Φ219.1xΦ168.3,个,18.80 ,Kg,,
,SPT00808,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr17Ni12Mo2,CP05T3023,ASME B16.9,NA,QNCa,"8""x6""",Φ219.1xΦ168.3,个,14.00 ,Kg,,
,SPT00809,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3023,ASME B16.9,NA,QNCa,"8""x6""",Φ219.1xΦ168.3,个,14.00 ,Kg,,
,SPT00810,TEE,RED.TEE,异径三通,Sch20x4.37mm,SS,BW,20,CP05T3025,ASME B16.9,NA,QNCa,"8""x6""",Φ219.1xΦ168.3,个,28.00 ,Kg,,
,SPT00811,TEE,RED.TEE,异径三通,Sch140xSch160,SS,BW,026Cr18Ni12Mo2N,CP05T3017,ASME B16.9,RCC-M 1,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
,SPT00812,TEE,RED.TEE,异径三通,Sch10SxSch10S,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
,SPT00813,TEE,RED.TEE,异径三通,Sch140xSch160,SS,BW,022Cr19Ni10,CP05T3017,ASME B16.9,RCC-M 2,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
,SPT00814,TEE,RED.TEE,异径三通,Sch160xSch160,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
,SPT00815,TEE,RED.TEE,异径三通,Sch20x3.18mm,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
,SPT00816,TEE,RED.TEE,异径三通,Sch40xSch40,SS,BW,20,CP05T3019,ASME B16.9,RCC-M 2,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
,SPT00817,TEE,RED.TEE,异径三通,Sch60xSch80,SS,BW,P280GH,CP05T3019,ASME B16.9,RCC-M 2,QA1,"10""x3""",Φ273xΦ88.9,个,,Kg,,
