编号,品名,型号,材料牌号,材料标准,规格标准,尺寸,制造形式,RCC-M,质保等级,单位,单重,单重单位,备注
SWP00235,热轧扁钢,FB40x18,Q235B,GB/T 700-2006,GB/T 702-2017,40x18,热轧,S1,QA3,M,5.65,Kg,宽x厚
SWP00236,热轧扁钢,FB40x20,Q235B,GB/T 700-2006,GB/T 702-2017,40x20,热轧,S1,QA3,M,6.28,Kg,宽x厚
SWP00237,热轧扁钢,FB40x22,Q235B,GB/T 700-2006,GB/T 702-2017,40x22,热轧,S1,QA3,M,6.91,Kg,宽x厚
SWP00238,热轧扁钢,FB40x25,Q235B,GB/T 700-2006,GB/T 702-2017,40x25,热轧,S1,QA3,M,7.85,Kg,宽x厚
SWP00239,热轧扁钢,FB40x28,Q235B,GB/T 700-2006,GB/T 702-2017,40x28,热轧,S1,QA3,M,8.79,Kg,宽x厚
SWP00240,热轧扁钢,FB45x3,Q235B,GB/T 700-2006,GB/T 702-2017,45x3,热轧,S1,QA3,M,1.06,Kg,宽x厚
SWP00241,热轧扁钢,FB45x4,Q235B,GB/T 700-2006,GB/T 702-2017,45x4,热轧,S1,QA3,M,1.41,Kg,宽x厚
SWP00242,热轧扁钢,FB45x5,Q235B,GB/T 700-2006,GB/T 702-2017,45x5,热轧,S1,QA3,M,1.77,Kg,宽x厚
SWP00243,热轧扁钢,FB45x6,Q235B,GB/T 700-2006,GB/T 702-2017,45x6,热轧,S1,QA3,M,2.12,Kg,宽x厚
SWP00244,热轧扁钢,FB45x7,Q235B,GB/T 700-2006,GB/T 702-2017,45x7,热轧,S1,QA3,M,2.47,Kg,宽x厚
SWP00245,热轧扁钢,FB45x8,Q235B,GB/T 700-2006,GB/T 702-2017,45x8,热轧,S1,QA3,M,2.83,Kg,宽x厚
SWP00246,热轧扁钢,FB45x9,Q235B,GB/T 700-2006,GB/T 702-2017,45x9,热轧,S1,QA3,M,3.18,Kg,宽x厚
SWP00247,热轧扁钢,FB45x10,Q235B,GB/T 700-2006,GB/T 702-2017,45x10,热轧,S1,QA3,M,3.53,Kg,宽x厚
SWP00248,热轧扁钢,FB45x11,Q235B,GB/T 700-2006,GB/T 702-2017,45x11,热轧,S1,QA3,M,3.89,Kg,宽x厚
SWP00249,热轧扁钢,FB45x12,Q235B,GB/T 700-2006,GB/T 702-2017,45x12,热轧,S1,QA3,M,4.24,Kg,宽x厚
SWP00250,热轧扁钢,FB45x14,Q235B,GB/T 700-2006,GB/T 702-2017,45x14,热轧,S1,QA3,M,4.95,Kg,宽x厚
SWP00251,热轧扁钢,FB45x16,Q235B,GB/T 700-2006,GB/T 702-2017,45x16,热轧,S1,QA3,M,5.65,Kg,宽x厚
SWP00252,热轧扁钢,FB45x18,Q235B,GB/T 700-2006,GB/T 702-2017,45x18,热轧,S1,QA3,M,6.36,Kg,宽x厚
SWP00253,热轧扁钢,FB45x20,Q235B,GB/T 700-2006,GB/T 702-2017,45x20,热轧,S1,QA3,M,7.07,Kg,宽x厚
SWP00254,热轧扁钢,FB45x22,Q235B,GB/T 700-2006,GB/T 702-2017,45x22,热轧,S1,QA3,M,7.77,Kg,宽x厚
SWP00255,热轧扁钢,FB45x25,Q235B,GB/T 700-2006,GB/T 702-2017,45x25,热轧,S1,QA3,M,8.83,Kg,宽x厚
SWP00256,热轧扁钢,FB45x28,Q235B,GB/T 700-2006,GB/T 702-2017,45x28,热轧,S1,QA3,M,9.89,Kg,宽x厚
SWP00257,热轧扁钢,FB45x30,Q235B,GB/T 700-2006,GB/T 702-2017,45x30,热轧,S1,QA3,M,10.6,Kg,宽x厚
SWP00258,热轧扁钢,FB45x32,Q235B,GB/T 700-2006,GB/T 702-2017,45x32,热轧,S1,QA3,M,11.3,Kg,宽x厚
SWP00259,热轧扁钢,FB45x36,Q235B,GB/T 700-2006,GB/T 702-2017,45x36,热轧,S1,QA3,M,12.72,Kg,宽x厚
SWP00260,热轧扁钢,FB50x3,Q235B,GB/T 700-2006,GB/T 702-2017,50x3,热轧,S1,QA3,M,1.18,Kg,宽x厚
SWP00261,热轧扁钢,FB50x4,Q235B,GB/T 700-2006,GB/T 702-2017,50x4,热轧,S1,QA3,M,1.57,Kg,宽x厚
SWP00262,热轧扁钢,FB50x5,Q235B,GB/T 700-2006,GB/T 702-2017,50x5,热轧,S1,QA3,M,1.96,Kg,宽x厚
SWP00263,热轧扁钢,FB50x6,Q235B,GB/T 700-2006,GB/T 702-2017,50x6,热轧,S1,QA3,M,2.36,Kg,宽x厚
SWP00264,热轧扁钢,FB50x7,Q235B,GB/T 700-2006,GB/T 702-2017,50x7,热轧,S1,QA3,M,2.75,Kg,宽x厚
SWP00265,热轧扁钢,FB50x8,Q235B,GB/T 700-2006,GB/T 702-2017,50x8,热轧,S1,QA3,M,3.14,Kg,宽x厚
SWP00266,热轧扁钢,FB50x9,Q235B,GB/T 700-2006,GB/T 702-2017,50x9,热轧,S1,QA3,M,3.53,Kg,宽x厚
SWP00267,热轧扁钢,FB50x10,Q235B,GB/T 700-2006,GB/T 702-2017,50x10,热轧,S1,QA3,M,3.93,Kg,宽x厚
SWP00268,热轧扁钢,FB50x11,Q235B,GB/T 700-2006,GB/T 702-2017,50x11,热轧,S1,QA3,M,4.32,Kg,宽x厚
SWP00269,热轧扁钢,FB50x12,Q235B,GB/T 700-2006,GB/T 702-2017,50x12,热轧,S1,QA3,M,4.71,Kg,宽x厚
SWP00270,热轧扁钢,FB50x14,Q235B,GB/T 700-2006,GB/T 702-2017,50x14,热轧,S1,QA3,M,5.5,Kg,宽x厚
SWP00271,热轧扁钢,FB50x16,Q235B,GB/T 700-2006,GB/T 702-2017,50x16,热轧,S1,QA3,M,6.28,Kg,宽x厚
SWP00272,热轧扁钢,FB50x18,Q235B,GB/T 700-2006,GB/T 702-2017,50x18,热轧,S1,QA3,M,7.06,Kg,宽x厚
SWP00273,热轧扁钢,FB50x20,Q235B,GB/T 700-2006,GB/T 702-2017,50x20,热轧,S1,QA3,M,7.85,Kg,宽x厚
SWP00274,热轧扁钢,FB50x22,Q235B,GB/T 700-2006,GB/T 702-2017,50x22,热轧,S1,QA3,M,8.64,Kg,宽x厚
SWP00275,热轧扁钢,FB50x25,Q235B,GB/T 700-2006,GB/T 702-2017,50x25,热轧,S1,QA3,M,9.81,Kg,宽x厚
SWP00276,热轧扁钢,FB50x28,Q235B,GB/T 700-2006,GB/T 702-2017,50x28,热轧,S1,QA3,M,10.99,Kg,宽x厚
SWP00277,热轧扁钢,FB50x30,Q235B,GB/T 700-2006,GB/T 702-2017,50x30,热轧,S1,QA3,M,11.78,Kg,宽x厚
SWP00278,热轧扁钢,FB50x32,Q235B,GB/T 700-2006,GB/T 702-2017,50x32,热轧,S1,QA3,M,12.56,Kg,宽x厚
SWP00279,热轧扁钢,FB50x36,Q235B,GB/T 700-2006,GB/T 702-2017,50x36,热轧,S1,QA3,M,14.13,Kg,宽x厚
SWP00280,热轧扁钢,FB55x4,Q235B,GB/T 700-2006,GB/T 702-2017,55x4,热轧,S1,QA3,M,1.73,Kg,宽x厚
SWP00281,热轧扁钢,FB55x5,Q235B,GB/T 700-2006,GB/T 702-2017,55x5,热轧,S1,QA3,M,2.16,Kg,宽x厚
SWP00282,热轧扁钢,FB55x6,Q235B,GB/T 700-2006,GB/T 702-2017,55x6,热轧,S1,QA3,M,2.59,Kg,宽x厚
SWP00283,热轧扁钢,FB55x7,Q235B,GB/T 700-2006,GB/T 702-2017,55x7,热轧,S1,QA3,M,3.02,Kg,宽x厚
SWP00284,热轧扁钢,FB55x8,Q235B,GB/T 700-2006,GB/T 702-2017,55x8,热轧,S1,QA3,M,3.45,Kg,宽x厚
SWP00285,热轧扁钢,FB55x9,Q235B,GB/T 700-2006,GB/T 702-2017,55x9,热轧,S1,QA3,M,3.89,Kg,宽x厚
SWP00286,热轧扁钢,FB55x10,Q235B,GB/T 700-2006,GB/T 702-2017,55x10,热轧,S1,QA3,M,4.32,Kg,宽x厚
SWP00287,热轧扁钢,FB55x11,Q235B,GB/T 700-2006,GB/T 702-2017,55x11,热轧,S1,QA3,M,4.75,Kg,宽x厚
SWP00288,热轧扁钢,FB55x12,Q235B,GB/T 700-2006,GB/T 702-2017,55x12,热轧,S1,QA3,M,5.18,Kg,宽x厚
SWP00289,热轧扁钢,FB55x14,Q235B,GB/T 700-2006,GB/T 702-2017,55x14,热轧,S1,QA3,M,6.04,Kg,宽x厚
SWP00290,热轧扁钢,FB55x16,Q235B,GB/T 700-2006,GB/T 702-2017,55x16,热轧,S1,QA3,M,6.91,Kg,宽x厚
SWP00291,热轧扁钢,FB55x18,Q235B,GB/T 700-2006,GB/T 702-2017,55x18,热轧,S1,QA3,M,7.77,Kg,宽x厚
SWP00292,热轧扁钢,FB55x20,Q235B,GB/T 700-2006,GB/T 702-2017,55x20,热轧,S1,QA3,M,8.64,Kg,宽x厚
SWP00293,热轧扁钢,FB55x22,Q235B,GB/T 700-2006,GB/T 702-2017,55x22,热轧,S1,QA3,M,9.5,Kg,宽x厚
SWP00294,热轧扁钢,FB55x25,Q235B,GB/T 700-2006,GB/T 702-2017,55x25,热轧,S1,QA3,M,10.79,Kg,宽x厚
SWP00295,热轧扁钢,FB55x28,Q235B,GB/T 700-2006,GB/T 702-2017,55x28,热轧,S1,QA3,M,12.09,Kg,宽x厚
SWP00296,热轧扁钢,FB55x30,Q235B,GB/T 700-2006,GB/T 702-2017,55x30,热轧,S1,QA3,M,12.95,Kg,宽x厚
SWP00297,热轧扁钢,FB55x32,Q235B,GB/T 700-2006,GB/T 702-2017,55x32,热轧,S1,QA3,M,13.82,Kg,宽x厚
SWP00298,热轧扁钢,FB55x36,Q235B,GB/T 700-2006,GB/T 702-2017,55x36,热轧,S1,QA3,M,15.54,Kg,宽x厚
SWP00299,热轧扁钢,FB60x4,Q235B,GB/T 700-2006,GB/T 702-2017,60x4,热轧,S1,QA3,M,1.88,Kg,宽x厚
SWP00300,热轧扁钢,FB60x5,Q235B,GB/T 700-2006,GB/T 702-2017,60x5,热轧,S1,QA3,M,2.36,Kg,宽x厚
SWP00301,热轧扁钢,FB60x6,Q235B,GB/T 700-2006,GB/T 702-2017,60x6,热轧,S1,QA3,M,2.83,Kg,宽x厚
SWP00302,热轧扁钢,FB60x7,Q235B,GB/T 700-2006,GB/T 702-2017,60x7,热轧,S1,QA3,M,3.3,Kg,宽x厚
SWP00303,热轧扁钢,FB60x8,Q235B,GB/T 700-2006,GB/T 702-2017,60x8,热轧,S1,QA3,M,3.77,Kg,宽x厚
SWP00304,热轧扁钢,FB60x9,Q235B,GB/T 700-2006,GB/T 702-2017,60x9,热轧,S1,QA3,M,4.24,Kg,宽x厚
SWP00305,热轧扁钢,FB60x10,Q235B,GB/T 700-2006,GB/T 702-2017,60x10,热轧,S1,QA3,M,4.71,Kg,宽x厚
SWP00306,热轧扁钢,FB60x11,Q235B,GB/T 700-2006,GB/T 702-2017,60x11,热轧,S1,QA3,M,5.18,Kg,宽x厚
SWP00307,热轧扁钢,FB60x12,Q235B,GB/T 700-2006,GB/T 702-2017,60x12,热轧,S1,QA3,M,5.65,Kg,宽x厚
SWP00308,热轧扁钢,FB60x14,Q235B,GB/T 700-2006,GB/T 702-2017,60x14,热轧,S1,QA3,M,6.59,Kg,宽x厚
SWP00309,热轧扁钢,FB60x16,Q235B,GB/T 700-2006,GB/T 702-2017,60x16,热轧,S1,QA3,M,7.54,Kg,宽x厚
SWP00310,热轧扁钢,FB60x18,Q235B,GB/T 700-2006,GB/T 702-2017,60x18,热轧,S1,QA3,M,8.48,Kg,宽x厚
SWP00311,热轧扁钢,FB60x20,Q235B,GB/T 700-2006,GB/T 702-2017,60x20,热轧,S1,QA3,M,9.42,Kg,宽x厚
SWP00312,热轧扁钢,FB60x22,Q235B,GB/T 700-2006,GB/T 702-2017,60x22,热轧,S1,QA3,M,10.36,Kg,宽x厚
SWP00313,热轧扁钢,FB60x25,Q235B,GB/T 700-2006,GB/T 702-2017,60x25,热轧,S1,QA3,M,11.78,Kg,宽x厚
SWP00314,热轧扁钢,FB60x28,Q235B,GB/T 700-2006,GB/T 702-2017,60x28,热轧,S1,QA3,M,13.19,Kg,宽x厚
SWP00315,热轧扁钢,FB60x30,Q235B,GB/T 700-2006,GB/T 702-2017,60x30,热轧,S1,QA3,M,14.13,Kg,宽x厚
SWP00316,热轧扁钢,FB60x32,Q235B,GB/T 700-2006,GB/T 702-2017,60x32,热轧,S1,QA3,M,15.07,Kg,宽x厚
SWP00317,热轧扁钢,FB60x36,Q235B,GB/T 700-2006,GB/T 702-2017,60x36,热轧,S1,QA3,M,16.96,Kg,宽x厚
SWP00318,热轧扁钢,FB60x40,Q235B,GB/T 700-2006,GB/T 702-2017,60x40,热轧,S1,QA3,M,18.84,Kg,宽x厚
SWP00319,热轧扁钢,FB60x45,Q235B,GB/T 700-2006,GB/T 702-2017,60x45,热轧,S1,QA3,M,21.2,Kg,宽x厚
SWP00320,热轧扁钢,FB65x4,Q235B,GB/T 700-2006,GB/T 702-2017,65x4,热轧,S1,QA3,M,2.04,Kg,宽x厚
SWP00321,热轧扁钢,FB65x5,Q235B,GB/T 700-2006,GB/T 702-2017,65x5,热轧,S1,QA3,M,2.55,Kg,宽x厚
SWP00322,热轧扁钢,FB65x6,Q235B,GB/T 700-2006,GB/T 702-2017,65x6,热轧,S1,QA3,M,3.06,Kg,宽x厚
SWP00323,热轧扁钢,FB65x7,Q235B,GB/T 700-2006,GB/T 702-2017,65x7,热轧,S1,QA3,M,3.57,Kg,宽x厚
SWP00324,热轧扁钢,FB65x8,Q235B,GB/T 700-2006,GB/T 702-2017,65x8,热轧,S1,QA3,M,4.08,Kg,宽x厚
SWP00325,热轧扁钢,FB65x9,Q235B,GB/T 700-2006,GB/T 702-2017,65x9,热轧,S1,QA3,M,4.59,Kg,宽x厚
SWP00326,热轧扁钢,FB65x10,Q235B,GB/T 700-2006,GB/T 702-2017,65x10,热轧,S1,QA3,M,5.1,Kg,宽x厚
SWP00327,热轧扁钢,FB65x11,Q235B,GB/T 700-2006,GB/T 702-2017,65x11,热轧,S1,QA3,M,5.61,Kg,宽x厚
SWP00328,热轧扁钢,FB65x12,Q235B,GB/T 700-2006,GB/T 702-2017,65x12,热轧,S1,QA3,M,6.12,Kg,宽x厚
SWP00329,热轧扁钢,FB65x14,Q235B,GB/T 700-2006,GB/T 702-2017,65x14,热轧,S1,QA3,M,7.14,Kg,宽x厚
SWP00330,热轧扁钢,FB65x16,Q235B,GB/T 700-2006,GB/T 702-2017,65x16,热轧,S1,QA3,M,8.16,Kg,宽x厚
SWP00331,热轧扁钢,FB65x18,Q235B,GB/T 700-2006,GB/T 702-2017,65x18,热轧,S1,QA3,M,9.18,Kg,宽x厚
SWP00332,热轧扁钢,FB65x20,Q235B,GB/T 700-2006,GB/T 702-2017,65x20,热轧,S1,QA3,M,10.2,Kg,宽x厚
SWP00333,热轧扁钢,FB65x22,Q235B,GB/T 700-2006,GB/T 702-2017,65x22,热轧,S1,QA3,M,11.23,Kg,宽x厚
SWP00334,热轧扁钢,FB65x25,Q235B,GB/T 700-2006,GB/T 702-2017,65x25,热轧,S1,QA3,M,12.76,Kg,宽x厚
SWP00335,热轧扁钢,FB65x28,Q235B,GB/T 700-2006,GB/T 702-2017,65x28,热轧,S1,QA3,M,14.29,Kg,宽x厚
SWP00336,热轧扁钢,FB65x30,Q235B,GB/T 700-2006,GB/T 702-2017,65x30,热轧,S1,QA3,M,15.31,Kg,宽x厚
SWP00337,热轧扁钢,FB65x32,Q235B,GB/T 700-2006,GB/T 702-2017,65x32,热轧,S1,QA3,M,16.33,Kg,宽x厚
SWP00338,热轧扁钢,FB65x36,Q235B,GB/T 700-2006,GB/T 702-2017,65x36,热轧,S1,QA3,M,18.37,Kg,宽x厚
SWP00339,热轧扁钢,FB65x40,Q235B,GB/T 700-2006,GB/T 702-2017,65x40,热轧,S1,QA3,M,20.41,Kg,宽x厚
SWP00340,热轧扁钢,FB65x45,Q235B,GB/T 700-2006,GB/T 702-2017,65x45,热轧,S1,QA3,M,22.96,Kg,宽x厚
SWP00341,热轧扁钢,FB70x4,Q235B,GB/T 700-2006,GB/T 702-2017,70x4,热轧,S1,QA3,M,2.2,Kg,宽x厚
SWP00342,热轧扁钢,FB70x5,Q235B,GB/T 700-2006,GB/T 702-2017,70x5,热轧,S1,QA3,M,2.75,Kg,宽x厚
SWP00343,热轧扁钢,FB70x6,Q235B,GB/T 700-2006,GB/T 702-2017,70x6,热轧,S1,QA3,M,3.3,Kg,宽x厚
SWP00344,热轧扁钢,FB70x7,Q235B,GB/T 700-2006,GB/T 702-2017,70x7,热轧,S1,QA3,M,3.85,Kg,宽x厚
SWP00345,热轧扁钢,FB70x8,Q235B,GB/T 700-2006,GB/T 702-2017,70x8,热轧,S1,QA3,M,4.4,Kg,宽x厚
SWP00346,热轧扁钢,FB70x9,Q235B,GB/T 700-2006,GB/T 702-2017,70x9,热轧,S1,QA3,M,4.95,Kg,宽x厚
SWP00347,热轧扁钢,FB70x10,Q235B,GB/T 700-2006,GB/T 702-2017,70x10,热轧,S1,QA3,M,5.5,Kg,宽x厚
SWP00348,热轧扁钢,FB70x11,Q235B,GB/T 700-2006,GB/T 702-2017,70x11,热轧,S1,QA3,M,6.04,Kg,宽x厚
SWP00349,热轧扁钢,FB70x12,Q235B,GB/T 700-2006,GB/T 702-2017,70x12,热轧,S1,QA3,M,6.59,Kg,宽x厚
SWP00350,热轧扁钢,FB70x14,Q235B,GB/T 700-2006,GB/T 702-2017,70x14,热轧,S1,QA3,M,7.69,Kg,宽x厚
SWP00351,热轧扁钢,FB70x16,Q235B,GB/T 700-2006,GB/T 702-2017,70x16,热轧,S1,QA3,M,8.79,Kg,宽x厚
SWP00352,热轧扁钢,FB70x18,Q235B,GB/T 700-2006,GB/T 702-2017,70x18,热轧,S1,QA3,M,9.89,Kg,宽x厚
SWP00353,热轧扁钢,FB70x20,Q235B,GB/T 700-2006,GB/T 702-2017,70x20,热轧,S1,QA3,M,10.99,Kg,宽x厚
SWP00354,热轧扁钢,FB70x22,Q235B,GB/T 700-2006,GB/T 702-2017,70x22,热轧,S1,QA3,M,12.09,Kg,宽x厚
SWP00355,热轧扁钢,FB70x25,Q235B,GB/T 700-2006,GB/T 702-2017,70x25,热轧,S1,QA3,M,13.74,Kg,宽x厚
SWP00356,热轧扁钢,FB70x28,Q235B,GB/T 700-2006,GB/T 702-2017,70x28,热轧,S1,QA3,M,15.39,Kg,宽x厚
SWP00357,热轧扁钢,FB70x30,Q235B,GB/T 700-2006,GB/T 702-2017,70x30,热轧,S1,QA3,M,16.49,Kg,宽x厚
SWP00358,热轧扁钢,FB70x32,Q235B,GB/T 700-2006,GB/T 702-2017,70x32,热轧,S1,QA3,M,17.58,Kg,宽x厚
SWP00359,热轧扁钢,FB70x36,Q235B,GB/T 700-2006,GB/T 702-2017,70x36,热轧,S1,QA3,M,19.78,Kg,宽x厚
SWP00360,热轧扁钢,FB70x40,Q235B,GB/T 700-2006,GB/T 702-2017,70x40,热轧,S1,QA3,M,21.98,Kg,宽x厚
SWP00361,热轧扁钢,FB70x45,Q235B,GB/T 700-2006,GB/T 702-2017,70x45,热轧,S1,QA3,M,24.73,Kg,宽x厚
SWP00362,热轧扁钢,FB75x4,Q235B,GB/T 700-2006,GB/T 702-2017,75x4,热轧,S1,QA3,M,2.36,Kg,宽x厚
SWP00363,热轧扁钢,FB75x5,Q235B,GB/T 700-2006,GB/T 702-2017,75x5,热轧,S1,QA3,M,2.94,Kg,宽x厚
SWP00364,热轧扁钢,FB75x6,Q235B,GB/T 700-2006,GB/T 702-2017,75x6,热轧,S1,QA3,M,3.53,Kg,宽x厚
SWP00365,热轧扁钢,FB75x7,Q235B,GB/T 700-2006,GB/T 702-2017,75x7,热轧,S1,QA3,M,4.12,Kg,宽x厚
SWP00366,热轧扁钢,FB75x8,Q235B,GB/T 700-2006,GB/T 702-2017,75x8,热轧,S1,QA3,M,4.71,Kg,宽x厚
SWP00367,热轧扁钢,FB75x9,Q235B,GB/T 700-2006,GB/T 702-2017,75x9,热轧,S1,QA3,M,5.3,Kg,宽x厚
SWP00368,热轧扁钢,FB75x10,Q235B,GB/T 700-2006,GB/T 702-2017,75x10,热轧,S1,QA3,M,5.89,Kg,宽x厚
SWP00369,热轧扁钢,FB75x11,Q235B,GB/T 700-2006,GB/T 702-2017,75x11,热轧,S1,QA3,M,6.48,Kg,宽x厚
SWP00370,热轧扁钢,FB75x12,Q235B,GB/T 700-2006,GB/T 702-2017,75x12,热轧,S1,QA3,M,7.07,Kg,宽x厚
SWP00371,热轧扁钢,FB75x14,Q235B,GB/T 700-2006,GB/T 702-2017,75x14,热轧,S1,QA3,M,8.24,Kg,宽x厚
SWP00372,热轧扁钢,FB75x16,Q235B,GB/T 700-2006,GB/T 702-2017,75x16,热轧,S1,QA3,M,9.42,Kg,宽x厚
SWP00373,热轧扁钢,FB75x18,Q235B,GB/T 700-2006,GB/T 702-2017,75x18,热轧,S1,QA3,M,10.6,Kg,宽x厚
SWP00374,热轧扁钢,FB75x20,Q235B,GB/T 700-2006,GB/T 702-2017,75x20,热轧,S1,QA3,M,11.78,Kg,宽x厚
SWP00375,热轧扁钢,FB75x22,Q235B,GB/T 700-2006,GB/T 702-2017,75x22,热轧,S1,QA3,M,12.95,Kg,宽x厚
SWP00376,热轧扁钢,FB75x25,Q235B,GB/T 700-2006,GB/T 702-2017,75x25,热轧,S1,QA3,M,14.72,Kg,宽x厚
SWP00377,热轧扁钢,FB75x28,Q235B,GB/T 700-2006,GB/T 702-2017,75x28,热轧,S1,QA3,M,16.48,Kg,宽x厚
SWP00378,热轧扁钢,FB75x30,Q235B,GB/T 700-2006,GB/T 702-2017,75x30,热轧,S1,QA3,M,17.66,Kg,宽x厚
SWP00379,热轧扁钢,FB75x32,Q235B,GB/T 700-2006,GB/T 702-2017,75x32,热轧,S1,QA3,M,18.84,Kg,宽x厚
SWP00380,热轧扁钢,FB75x36,Q235B,GB/T 700-2006,GB/T 702-2017,75x36,热轧,S1,QA3,M,21.2,Kg,宽x厚
SWP00381,热轧扁钢,FB75x40,Q235B,GB/T 700-2006,GB/T 702-2017,75x40,热轧,S1,QA3,M,23.55,Kg,宽x厚
SWP00382,热轧扁钢,FB75x45,Q235B,GB/T 700-2006,GB/T 702-2017,75x45,热轧,S1,QA3,M,26.49,Kg,宽x厚
SWP00383,热轧扁钢,FB80x4,Q235B,GB/T 700-2006,GB/T 702-2017,80x4,热轧,S1,QA3,M,2.51,Kg,宽x厚
SWP00384,热轧扁钢,FB80x5,Q235B,GB/T 700-2006,GB/T 702-2017,80x5,热轧,S1,QA3,M,3.14,Kg,宽x厚
SWP00385,热轧扁钢,FB80x6,Q235B,GB/T 700-2006,GB/T 702-2017,80x6,热轧,S1,QA3,M,3.77,Kg,宽x厚
SWP00386,热轧扁钢,FB80x7,Q235B,GB/T 700-2006,GB/T 702-2017,80x7,热轧,S1,QA3,M,4.4,Kg,宽x厚
SWP00387,热轧扁钢,FB80x8,Q235B,GB/T 700-2006,GB/T 702-2017,80x8,热轧,S1,QA3,M,5.02,Kg,宽x厚
SWP00388,热轧扁钢,FB80x9,Q235B,GB/T 700-2006,GB/T 702-2017,80x9,热轧,S1,QA3,M,5.65,Kg,宽x厚
SWP00389,热轧扁钢,FB80x10,Q235B,GB/T 700-2006,GB/T 702-2017,80x10,热轧,S1,QA3,M,6.28,Kg,宽x厚
SWP00390,热轧扁钢,FB80x11,Q235B,GB/T 700-2006,GB/T 702-2017,80x11,热轧,S1,QA3,M,6.91,Kg,宽x厚
SWP00391,热轧扁钢,FB80x12,Q235B,GB/T 700-2006,GB/T 702-2017,80x12,热轧,S1,QA3,M,7.54,Kg,宽x厚
SWP00392,热轧扁钢,FB80x14,Q235B,GB/T 700-2006,GB/T 702-2017,80x14,热轧,S1,QA3,M,8.79,Kg,宽x厚
SWP00393,热轧扁钢,FB80x16,Q235B,GB/T 700-2006,GB/T 702-2017,80x16,热轧,S1,QA3,M,10.05,Kg,宽x厚
SWP00394,热轧扁钢,FB80x18,Q235B,GB/T 700-2006,GB/T 702-2017,80x18,热轧,S1,QA3,M,11.3,Kg,宽x厚
SWP00395,热轧扁钢,FB80x20,Q235B,GB/T 700-2006,GB/T 702-2017,80x20,热轧,S1,QA3,M,12.56,Kg,宽x厚
SWP00396,热轧扁钢,FB80x22,Q235B,GB/T 700-2006,GB/T 702-2017,80x22,热轧,S1,QA3,M,13.82,Kg,宽x厚
SWP00397,热轧扁钢,FB80x25,Q235B,GB/T 700-2006,GB/T 702-2017,80x25,热轧,S1,QA3,M,15.7,Kg,宽x厚
SWP00398,热轧扁钢,FB80x28,Q235B,GB/T 700-2006,GB/T 702-2017,80x28,热轧,S1,QA3,M,17.58,Kg,宽x厚
SWP00399,热轧扁钢,FB80x30,Q235B,GB/T 700-2006,GB/T 702-2017,80x30,热轧,S1,QA3,M,18.84,Kg,宽x厚
SWP00400,热轧扁钢,FB80x32,Q235B,GB/T 700-2006,GB/T 702-2017,80x32,热轧,S1,QA3,M,20.1,Kg,宽x厚
SWP00401,热轧扁钢,FB80x36,Q235B,GB/T 700-2006,GB/T 702-2017,80x36,热轧,S1,QA3,M,22.61,Kg,宽x厚
SWP00402,热轧扁钢,FB80x40,Q235B,GB/T 700-2006,GB/T 702-2017,80x40,热轧,S1,QA3,M,25.12,Kg,宽x厚
SWP00403,热轧扁钢,FB80x45,Q235B,GB/T 700-2006,GB/T 702-2017,80x45,热轧,S1,QA3,M,28.26,Kg,宽x厚
SWP00404,热轧扁钢,FB80x50,Q235B,GB/T 700-2006,GB/T 702-2017,80x50,热轧,S1,QA3,M,31.4,Kg,宽x厚
SWP00405,热轧扁钢,FB80x56,Q235B,GB/T 700-2006,GB/T 702-2017,80x56,热轧,S1,QA3,M,35.17,Kg,宽x厚
SWP00406,热轧扁钢,FB85x5,Q235B,GB/T 700-2006,GB/T 702-2017,85x5,热轧,S1,QA3,M,3.34,Kg,宽x厚
SWP00407,热轧扁钢,FB85x6,Q235B,GB/T 700-2006,GB/T 702-2017,85x6,热轧,S1,QA3,M,4,Kg,宽x厚
SWP00408,热轧扁钢,FB85x7,Q235B,GB/T 700-2006,GB/T 702-2017,85x7,热轧,S1,QA3,M,4.67,Kg,宽x厚
SWP00409,热轧扁钢,FB85x8,Q235B,GB/T 700-2006,GB/T 702-2017,85x8,热轧,S1,QA3,M,5.34,Kg,宽x厚
SWP00410,热轧扁钢,FB85x9,Q235B,GB/T 700-2006,GB/T 702-2017,85x9,热轧,S1,QA3,M,6.01,Kg,宽x厚
SWP00411,热轧扁钢,FB85x10,Q235B,GB/T 700-2006,GB/T 702-2017,85x10,热轧,S1,QA3,M,6.67,Kg,宽x厚
SWP00412,热轧扁钢,FB85x11,Q235B,GB/T 700-2006,GB/T 702-2017,85x11,热轧,S1,QA3,M,7.34,Kg,宽x厚
SWP00413,热轧扁钢,FB85x12,Q235B,GB/T 700-2006,GB/T 702-2017,85x12,热轧,S1,QA3,M,8.01,Kg,宽x厚
SWP00414,热轧扁钢,FB85x14,Q235B,GB/T 700-2006,GB/T 702-2017,85x14,热轧,S1,QA3,M,9.34,Kg,宽x厚
SWP00415,热轧扁钢,FB85x16,Q235B,GB/T 700-2006,GB/T 702-2017,85x16,热轧,S1,QA3,M,10.68,Kg,宽x厚
SWP00416,热轧扁钢,FB85x18,Q235B,GB/T 700-2006,GB/T 702-2017,85x18,热轧,S1,QA3,M,12.01,Kg,宽x厚
SWP00417,热轧扁钢,FB85x20,Q235B,GB/T 700-2006,GB/T 702-2017,85x20,热轧,S1,QA3,M,13.34,Kg,宽x厚
