,编码,品名,压力(壁厚),制造形式,连接形式,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,外径/Φ,单位,单重,单重单位,备注
,CPG00625,密封垫片,PN16(3mm),,RF,丁基橡胶,GB/T 5574-2008,GB/T 9126-2008,NA,QNCa,DN200,,个,,KG,压力(壁厚)一栏括号内为垫片厚度，连接形式一栏指对应的法兰形式
,CPG00626,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN250,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00627,密封垫片,PN16(3mm),,,橡胶,,GB/T 9126-2008,NA,QNCa,DN300,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00628,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"1""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00630,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"3/4""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00639,垫圈,,,,TP2,GB/T 2040-2008,1916E4001-055,NA,QA3,26x18x2,,个,,KG,
,CPG00640,垫圈,,,,非石棉纤维板,GB/T 9129-2003,1916E4001-055,NA,QA3,50x35x2,,个,,KG,
,CPG00649,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,RCC-M 3,QA2,"18""",,个,,KG,介质为海水，安装调整用
,CPG00650,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,RCC-M 3,QA2,"24""",,个,,KG,介质为海水，安装调整用
,CPG00651,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,RCC-M 3,QA2,"30""",,个,,KG,介质为海水，安装调整用
,CPG00652,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,RCC-M 3,QA2,"32""",,个,,KG,介质为海水，安装调整用
,CPG00654,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,RCC-M 3,QA2,"6""",,个,,KG,介质为海水，安装调整用
,CPG00655,密封垫片,CL150(3.2mm),,,PTFE(聚四氟乙烯),,1916T3074,RCC-M 3,QA2,"2""",,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG00656,管线盲板,CL150,,,022Cr19Ni10,,ASME B16.48,RCC-M 2,QA1,"6""",,个,,KG,
,CPG00657,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QNCb,"18""",,个,,KG,
,CPG00658,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QNCb,"24""",,个,,KG,
,CPG00659,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QNCb,"30""",,个,,KG,
,CPG00660,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QNCb,"32""",,个,,KG,
,CPG00661,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QNCb,"6""",,个,,KG,
,CPG00662,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN400,,个,,KG,
,CPG00663,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN450,,个,,KG,
,CPG00664,带内环和定位环型缠绕式垫片,PN16,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN500,,个,,KG,
,CPG00667,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,RCC-M 3,QA2,"3""",,个,,KG,介质为海水，安装调整用
,CPG00670,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA2,"3""",,个,,KG,介质为海水，安装调整用
,CPG00671,密封垫片,CL1500,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"3/4""",,个,,KG,
,CPG00672,密封垫片,CL1500,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"2""",,个,,KG,
,CPG00673,密封垫片,CL600,,,石墨缠绕,D2828,1916T3072,NA,QNCa,"1/2""",,个,,KG,
,CPG00674,密封垫片,PN16,,FF,PTFE(聚四氟乙烯),GB/T 9129-2003,GB/T 9126-2008,NA,QNC,DN25,,个,,KG,连接形式为对应法兰的连接形式
,CPG00675,密封垫片,PN16,,FF,PTFE(聚四氟乙烯),GB/T 9129-2003,GB/T 9126-2008,NA,QNC,DN80,,个,,KG,连接形式为对应法兰的连接形式
,CPG00676,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA3,"3""",,个,,KG,介质为海水，安装调整用
,CPG00677,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA3,"18""",,个,,KG,
,CPG00678,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA3,"24""",,个,,KG,
,CPG00679,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA3,"30""",,个,,KG,
,CPG00680,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA3,"32""",,个,,KG,
,CPG00681,楔形垫片THK=100,CL150,,,玻璃丝,,1916G4094,NA,QA3,"6""",,个,,KG,
,CPG60001,突面法兰用LATTYgold92非金属垫片,1.6MPa(3mm),,,非石棉纤维垫片,,GB/T 9129-2003,NA,QNCa,DN100,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60002,突面法兰用LATTYgold92非金属垫片,1.6MPa(3mm),,,非石棉纤维垫片,,GB/T 9129-2003,NA,QNCa,DN65,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60003,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN100,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60004,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN150,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60005,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN200,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60006,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN25,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60007,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN250,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60008,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN40,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60009,突面法兰用Garlock8314非金属垫片,1.6MPa(3mm),,,三元乙丙橡胶,,GB/T 9129-2003,NA,QNCa,DN80,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPG60010,带内环和定位环型缠绕式垫片,1.0MPa,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN100,,个,,KG,
,CPG60011,带内环和定位环型缠绕式垫片,1.0MPa,,,石墨缠绕,,GB/T 4622.2-2008,NA,QNCa,DN300,,个,,KG,
,CPG60012,突面法兰用LATTYgold92非金属垫片,1.6MPa(3mm),,,非石棉纤维垫片,,GB/T 9129-2003,NA,QNCa,DN50,,个,,KG,压力(壁厚)一栏括号内为垫片厚度
,CPI00838,多级节流孔板,31.75mm,SS,BW,P280GH,RCC-M M1152,FQZ32300S45716A44DD,NA,QA3,"18""",,个,,KG,
,CPI00839,单级节流孔板,38.1mm,SS,BW,P280GH,RCC-M M1152,FQZ32300S46716A44DD,NA,QA3,"20""",,个,,KG,
,CPK00001,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.04,KG,
,CPK00002,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.04,KG,
,CPK00003,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.05,KG,
,CPK00004,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.05,KG,
,CPK00005,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1/4""",,个,0.05,KG,
,CPK00006,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.04,KG,
,CPK00007,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.04,KG,
,CPK00008,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1/4""",,个,0.08,KG,
,CPK00009,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.04,KG,
,CPK00010,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/4""",,个,0.04,KG,
,CPK00011,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1/4""",,个,0.1,KG,
,CPK00012,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.05,KG,
,CPK00013,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.05,KG,
,CPK00014,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.07,KG,
,CPK00015,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.07,KG,
,CPK00016,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"3/8""",,个,0.07,KG,
,CPK00017,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.05,KG,
,CPK00018,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.05,KG,
,CPK00019,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"3/8""",,个,0.05,KG,
,CPK00020,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.05,KG,
,CPK00021,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"3/8""",,个,0.05,KG,
,CPK00022,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"3/8""",,个,0.1,KG,
,CPK00023,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"1/2""",,个,0.1,KG,
,CPK00024,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.88,KG,
,CPK00025,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.08,KG,
,CPK00026,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13,KG,
,CPK00027,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13,KG,
,CPK00028,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1/2""",,个,0.13,KG,
,CPK00029,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"1/2""",,个,0.1,KG,
,CPK00030,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.08,KG,
,CPK00031,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.08,KG,
,CPK00032,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1/2""",,个,0.08,KG,
,CPK00033,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1/2""",,个,0.08,KG,
,CPK00034,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1/2""",,个,0.08,KG,
,CPK00035,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1/2""",,个,0.1,KG,
,CPK00036,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"3/4""",,个,0.12,KG,
,CPK00037,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.15,KG,
,CPK00038,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.15,KG,
,CPK00039,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.22,KG,
,CPK00040,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.22,KG,
,CPK00041,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"3/4""",,个,0.22,KG,
,CPK00042,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3/4""",,个,0.1,KG,
,CPK00043,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.15,KG,
,CPK00044,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.15,KG,
,CPK00045,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"3/4""",,个,0.15,KG,
,CPK00046,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"3/4""",,个,0.15,KG,
,CPK00047,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"3/4""",,个,0.15,KG,
,CPK00048,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"3/4""",,个,0.2,KG,
,CPK00049,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"1""",,个,0.15,KG,
,CPK00050,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.22,KG,
,CPK00051,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.22,KG,
,CPK00052,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.34,KG,
,CPK00053,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.34,KG,
,CPK00054,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1""",,个,0.34,KG,
,CPK00055,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"1""",,个,0.15,KG,
,CPK00056,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.22,KG,
,CPK00057,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.22,KG,
,CPK00058,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1""",,个,0.22,KG,
,CPK00059,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1""",,个,0.22,KG,
,CPK00060,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1""",,个,0.22,KG,
,CPK00061,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1""",,个,0.3,KG,
,CPK00062,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"1-1/4""",,个,0.23,KG,
,CPK00063,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.35,KG,
,CPK00064,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.35,KG,
,CPK00065,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.47,KG,
,CPK00066,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.47,KG,
,CPK00067,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1-1/4""",,个,0.47,KG,
,CPK00068,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"1-1/4""",,个,0.23,KG,
,CPK00069,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.35,KG,
,CPK00070,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.42,KG,
,CPK00071,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1-1/4""",,个,0.35,KG,
,CPK00072,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.35,KG,
,CPK00073,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.35,KG,
,CPK00074,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/4""",,个,0.35,KG,
,CPK00075,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"1-1/2""",,个,0.3,KG,
,CPK00076,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.42,KG,
,CPK00077,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.42,KG,
,CPK00078,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.63,KG,
,CPK00079,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.63,KG,
,CPK00080,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"1-1/2""",,个,0.63,KG,
,CPK00081,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"1-1/2""",,个,0.3,KG,
,CPK00082,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.42,KG,
,CPK00083,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.42,KG,
,CPK00084,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"1-1/2""",,个,0.42,KG,
,CPK00085,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.42,KG,
,CPK00086,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.42,KG,
,CPK00087,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"1-1/2""",,个,0.5,KG,
,CPK00088,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"2""",,个,0.55,KG,
,CPK00089,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.72,KG,
,CPK00090,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""",,个,0.72,KG,
,CPK00091,管帽,CL6000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 2,QA1,"2""",,个,1.14,KG,
,CPK00092,管帽,CL6000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 2,QA1,"2""",,个,1.14,KG,
,CPK00093,管帽,CL6000,FO,SW,P280GH,1916T3052,ASME B16.11,RCC-M 2,QA1,"2""",,个,1.14,KG,
,CPK00094,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2""",,个,0.55,KG,
,CPK00095,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""",,个,0.72,KG,
,CPK00096,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3038,ASME B16.11,RCC-M 3,QA2,"2""",,个,0.72,KG,
,CPK00097,管帽,CL3000,FO,SW,20,1916T3037,ASME B16.11,RCC-M 3,QA2,"2""",,个,0.72,KG,
,CPK00098,管帽,CL3000,FO,SW,022Cr17Ni12Mo2,1916T3023,ASME B16.11,NA,QNCa,"2""",,个,0.72,KG,
,CPK00099,管帽,CL3000,FO,SW,022Cr19Ni10,1916T3023,ASME B16.11,NA,QNCa,"2""",,个,0.72,KG,
,CPK00100,管帽,CL3000,FO,SW,20,1916T3025,ASME B16.11,NA,QNCa,"2""",,个,1,KG,
,CPK00101,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"2-1/2""",,个,0.9,KG,
,CPK00102,管帽,3.18mm,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.03,KG,
,CPK00103,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.3,KG,
,CPK00104,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.9,KG,
,CPK00105,管帽,SCH160,EM,BW,Q295HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.9,KG,
,CPK00106,管帽,SCH40,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.42,KG,
,CPK00107,管帽,SCH40S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.45,KG,
,CPK00108,管帽,SCH80,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.6,KG,
,CPK00109,管帽,SCH80,EM,BW,Q295HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.6,KG,
,CPK00110,管帽,SCH80S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"2-1/2""",,个,0.5,KG,
,CPK00111,管帽,3.18mm,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.7,KG,
,CPK00112,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.3,KG,
,CPK00113,管帽,SCH40,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.42,KG,
,CPK00114,管帽,SCH40S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"2-1/2""",,个,0.45,KG,
,CPK00115,管帽,3.18mm,EM,BW,20,1916T3025,ASME B16.9,NA,QNCa,"2-1/2""",,个,0.5,KG,
,CPK00116,管帽,SCH10S,EM,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"2-1/2""",,个,0.3,KG,
,CPK00117,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"2-1/2""",,个,0.25,KG,
,CPK00118,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"3""",,个,1.4,KG,
,CPK00119,管帽,3.18mm,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.7,KG,
,CPK00120,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.45,KG,
,CPK00121,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.4,KG,
,CPK00122,管帽,SCH160,EM,BW,Q295HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,1.4,KG,
,CPK00123,管帽,SCH40,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.69,KG,
,CPK00124,管帽,SCH40S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.7,KG,
,CPK00125,管帽,SCH80,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.98,KG,
,CPK00126,管帽,SCH80,EM,BW,Q295HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.98,KG,
,CPK00127,管帽,SCH80S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3""",,个,0.85,KG,
,CPK00128,管帽,3.18mm,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 3,QA2,"3""",,个,0.7,KG,
,CPK00129,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"3""",,个,0.45,KG,
,CPK00130,管帽,SCH40,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 3,QA2,"3""",,个,0.69,KG,
,CPK00131,管帽,SCH40S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 3,QA2,"3""",,个,0.7,KG,
,CPK00132,管帽,3.18mm,EM,BW,20,1916T3025,ASME B16.9,NA,QNCa,"3""",,个,0.7,KG,
,CPK00133,管帽,SCH10S,EM,BW,022Cr17Ni12Mo2,1916T3023,ASME B16.9,NA,QNCa,"3""",,个,0.45,KG,
,CPK00134,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3023,ASME B16.9,NA,QNCa,"3""",,个,0.4,KG,
,CPK00135,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 1,QA1,"3-1/2""",,个,,KG,
,CPK00136,管帽,SCH10S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,0.6,KG,
,CPK00137,管帽,SCH160,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPK00138,管帽,SCH160,EM,BW,Q295HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,,KG,
,CPK00139,管帽,SCH40,EM,BW,Q265HR,1916T3019,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,1.05,KG,
,CPK00140,管帽,SCH40S,EM,BW,022Cr19Ni10,1916T3017,ASME B16.9,RCC-M 2,QA1,"3-1/2""",,个,1.05,KG,
