编号,品名,型号,材料牌号,材料标准,规格标准,尺寸,制造形式,RCC-M,质保等级,单位,单重,单重单位,备注
CWP00138,热轧扁钢,FB20x7,Q235B,GB/T 700-2006,GB/T 702-2008,20x7,热轧,S1,QA3,M,1.1,Kg,宽x厚
CWP00139,热轧扁钢,FB20x8,Q235B,GB/T 700-2006,GB/T 702-2008,20x8,热轧,S1,QA3,M,1.26,Kg,宽x厚
CWP00140,热轧扁钢,FB20x9,Q235B,GB/T 700-2006,GB/T 702-2008,20x9,热轧,S1,QA3,M,1.41,Kg,宽x厚
CWP00141,热轧扁钢,FB20x10,Q235B,GB/T 700-2006,GB/T 702-2008,20x10,热轧,S1,QA3,M,1.57,Kg,宽x厚
CWP00142,热轧扁钢,FB20x11,Q235B,GB/T 700-2006,GB/T 702-2008,20x11,热轧,S1,QA3,M,1.73,Kg,宽x厚
CWP00143,热轧扁钢,FB20x12,Q235B,GB/T 700-2006,GB/T 702-2008,20x12,热轧,S1,QA3,M,1.88,Kg,宽x厚
CWP00144,热轧扁钢,FB22x3,Q235B,GB/T 700-2006,GB/T 702-2008,22x3,热轧,S1,QA3,M,0.52,Kg,宽x厚
CWP00145,热轧扁钢,FB22x4,Q235B,GB/T 700-2006,GB/T 702-2008,22x4,热轧,S1,QA3,M,0.69,Kg,宽x厚
CWP00146,热轧扁钢,FB22x5,Q235B,GB/T 700-2006,GB/T 702-2008,22x5,热轧,S1,QA3,M,0.86,Kg,宽x厚
CWP00147,热轧扁钢,FB22x6,Q235B,GB/T 700-2006,GB/T 702-2008,22x6,热轧,S1,QA3,M,1.04,Kg,宽x厚
CWP00148,热轧扁钢,FB22x7,Q235B,GB/T 700-2006,GB/T 702-2008,22x7,热轧,S1,QA3,M,1.21,Kg,宽x厚
CWP00149,热轧扁钢,FB22x8,Q235B,GB/T 700-2006,GB/T 702-2008,22x8,热轧,S1,QA3,M,1.38,Kg,宽x厚
CWP00150,热轧扁钢,FB22x9,Q235B,GB/T 700-2006,GB/T 702-2008,22x9,热轧,S1,QA3,M,1.55,Kg,宽x厚
CWP00151,热轧扁钢,FB22x10,Q235B,GB/T 700-2006,GB/T 702-2008,22x10,热轧,S1,QA3,M,1.73,Kg,宽x厚
CWP00152,热轧扁钢,FB22x11,Q235B,GB/T 700-2006,GB/T 702-2008,22x11,热轧,S1,QA3,M,1.9,Kg,宽x厚
CWP00153,热轧扁钢,FB22x12,Q235B,GB/T 700-2006,GB/T 702-2008,22x12,热轧,S1,QA3,M,2.07,Kg,宽x厚
CWP00154,热轧扁钢,FB25x3,Q235B,GB/T 700-2006,GB/T 702-2008,25x3,热轧,S1,QA3,M,0.59,Kg,宽x厚
CWP00155,热轧扁钢,FB25x4,Q235B,GB/T 700-2006,GB/T 702-2008,25x4,热轧,S1,QA3,M,0.78,Kg,宽x厚
CWP00156,热轧扁钢,FB25x5,Q235B,GB/T 700-2006,GB/T 702-2008,25x5,热轧,S1,QA3,M,0.98,Kg,宽x厚
CWP00157,热轧扁钢,FB25x6,Q235B,GB/T 700-2006,GB/T 702-2008,25x6,热轧,S1,QA3,M,1.18,Kg,宽x厚
CWP00158,热轧扁钢,FB25x7,Q235B,GB/T 700-2006,GB/T 702-2008,25x7,热轧,S1,QA3,M,1.37,Kg,宽x厚
CWP00159,热轧扁钢,FB25x8,Q235B,GB/T 700-2006,GB/T 702-2008,25x8,热轧,S1,QA3,M,1.57,Kg,宽x厚
CWP00160,热轧扁钢,FB25x9,Q235B,GB/T 700-2006,GB/T 702-2008,25x9,热轧,S1,QA3,M,1.77,Kg,宽x厚
CWP00161,热轧扁钢,FB25x10,Q235B,GB/T 700-2006,GB/T 702-2008,25x10,热轧,S1,QA3,M,1.96,Kg,宽x厚
CWP00162,热轧扁钢,FB25x11,Q235B,GB/T 700-2006,GB/T 702-2008,25x11,热轧,S1,QA3,M,2.16,Kg,宽x厚
CWP00163,热轧扁钢,FB25x12,Q235B,GB/T 700-2006,GB/T 702-2008,25x12,热轧,S1,QA3,M,2.36,Kg,宽x厚
CWP00164,热轧扁钢,FB25x14,Q235B,GB/T 700-2006,GB/T 702-2008,25x14,热轧,S1,QA3,M,2.75,Kg,宽x厚
CWP00165,热轧扁钢,FB25x16,Q235B,GB/T 700-2006,GB/T 702-2008,25x16,热轧,S1,QA3,M,3.14,Kg,宽x厚
CWP00166,热轧扁钢,FB28x3,Q235B,GB/T 700-2006,GB/T 702-2008,28x3,热轧,S1,QA3,M,0.66,Kg,宽x厚
CWP00167,热轧扁钢,FB28x4,Q235B,GB/T 700-2006,GB/T 702-2008,28x4,热轧,S1,QA3,M,0.88,Kg,宽x厚
CWP00168,热轧扁钢,FB28x5,Q235B,GB/T 700-2006,GB/T 702-2008,28x5,热轧,S1,QA3,M,1.1,Kg,宽x厚
CWP00169,热轧扁钢,FB28x6,Q235B,GB/T 700-2006,GB/T 702-2008,28x6,热轧,S1,QA3,M,1.32,Kg,宽x厚
CWP00170,热轧扁钢,FB28x7,Q235B,GB/T 700-2006,GB/T 702-2008,28x7,热轧,S1,QA3,M,1.54,Kg,宽x厚
CWP00171,热轧扁钢,FB28x8,Q235B,GB/T 700-2006,GB/T 702-2008,28x8,热轧,S1,QA3,M,1.76,Kg,宽x厚
CWP00172,热轧扁钢,FB28x9,Q235B,GB/T 700-2006,GB/T 702-2008,28x9,热轧,S1,QA3,M,1.98,Kg,宽x厚
CWP00173,热轧扁钢,FB28x10,Q235B,GB/T 700-2006,GB/T 702-2008,28x10,热轧,S1,QA3,M,2.2,Kg,宽x厚
CWP00174,热轧扁钢,FB28x11,Q235B,GB/T 700-2006,GB/T 702-2008,28x11,热轧,S1,QA3,M,2.42,Kg,宽x厚
CWP00175,热轧扁钢,FB28x12,Q235B,GB/T 700-2006,GB/T 702-2008,28x12,热轧,S1,QA3,M,2.64,Kg,宽x厚
CWP00176,热轧扁钢,FB28x14,Q235B,GB/T 700-2006,GB/T 702-2008,28x14,热轧,S1,QA3,M,3.08,Kg,宽x厚
CWP00177,热轧扁钢,FB28x16,Q235B,GB/T 700-2006,GB/T 702-2008,28x16,热轧,S1,QA3,M,3.53,Kg,宽x厚
CWP00178,热轧扁钢,FB30x3,Q235B,GB/T 700-2006,GB/T 702-2008,30x3,热轧,S1,QA3,M,0.71,Kg,宽x厚
CWP00179,热轧扁钢,FB30x4,Q235B,GB/T 700-2006,GB/T 702-2008,30x4,热轧,S1,QA3,M,0.94,Kg,宽x厚
CWP00180,热轧扁钢,FB30x5,Q235B,GB/T 700-2006,GB/T 702-2008,30x5,热轧,S1,QA3,M,1.18,Kg,宽x厚
CWP00181,热轧扁钢,FB30x6,Q235B,GB/T 700-2006,GB/T 702-2008,30x6,热轧,S1,QA3,M,1.41,Kg,宽x厚
CWP00182,热轧扁钢,FB30x7,Q235B,GB/T 700-2006,GB/T 702-2008,30x7,热轧,S1,QA3,M,1.65,Kg,宽x厚
CWP00183,热轧扁钢,FB30x8,Q235B,GB/T 700-2006,GB/T 702-2008,30x8,热轧,S1,QA3,M,1.88,Kg,宽x厚
CWP00184,热轧扁钢,FB30x9,Q235B,GB/T 700-2006,GB/T 702-2008,30x9,热轧,S1,QA3,M,2.12,Kg,宽x厚
CWP00185,热轧扁钢,FB30x10,Q235B,GB/T 700-2006,GB/T 702-2008,30x10,热轧,S1,QA3,M,2.36,Kg,宽x厚
CWP00186,热轧扁钢,FB30x11,Q235B,GB/T 700-2006,GB/T 702-2008,30x11,热轧,S1,QA3,M,2.59,Kg,宽x厚
CWP00187,热轧扁钢,FB30x12,Q235B,GB/T 700-2006,GB/T 702-2008,30x12,热轧,S1,QA3,M,2.83,Kg,宽x厚
CWP00188,热轧扁钢,FB30x14,Q235B,GB/T 700-2006,GB/T 702-2008,30x14,热轧,S1,QA3,M,3.3,Kg,宽x厚
CWP00189,热轧扁钢,FB30x16,Q235B,GB/T 700-2006,GB/T 702-2008,30x16,热轧,S1,QA3,M,3.77,Kg,宽x厚
CWP00190,热轧扁钢,FB30x18,Q235B,GB/T 700-2006,GB/T 702-2008,30x18,热轧,S1,QA3,M,4.24,Kg,宽x厚
CWP00191,热轧扁钢,FB30x20,Q235B,GB/T 700-2006,GB/T 702-2008,30x20,热轧,S1,QA3,M,4.71,Kg,宽x厚
CWP00192,热轧扁钢,FB32x3,Q235B,GB/T 700-2006,GB/T 702-2008,32x3,热轧,S1,QA3,M,0.75,Kg,宽x厚
CWP00193,热轧扁钢,FB32x4,Q235B,GB/T 700-2006,GB/T 702-2008,32x4,热轧,S1,QA3,M,1,Kg,宽x厚
CWP00194,热轧扁钢,FB32x5,Q235B,GB/T 700-2006,GB/T 702-2008,32x5,热轧,S1,QA3,M,1.26,Kg,宽x厚
CWP00195,热轧扁钢,FB32x6,Q235B,GB/T 700-2006,GB/T 702-2008,32x6,热轧,S1,QA3,M,1.51,Kg,宽x厚
CWP00196,热轧扁钢,FB32x7,Q235B,GB/T 700-2006,GB/T 702-2008,32x7,热轧,S1,QA3,M,1.76,Kg,宽x厚
CWP00197,热轧扁钢,FB32x8,Q235B,GB/T 700-2006,GB/T 702-2008,32x8,热轧,S1,QA3,M,2.01,Kg,宽x厚
CWP00198,热轧扁钢,FB32x9,Q235B,GB/T 700-2006,GB/T 702-2008,32x9,热轧,S1,QA3,M,2.26,Kg,宽x厚
CWP00199,热轧扁钢,FB32x10,Q235B,GB/T 700-2006,GB/T 702-2008,32x10,热轧,S1,QA3,M,2.55,Kg,宽x厚
CWP00200,热轧扁钢,FB32x11,Q235B,GB/T 700-2006,GB/T 702-2008,32x11,热轧,S1,QA3,M,2.76,Kg,宽x厚
CWP00201,热轧扁钢,FB32x12,Q235B,GB/T 700-2006,GB/T 702-2008,32x12,热轧,S1,QA3,M,3.01,Kg,宽x厚
CWP00202,热轧扁钢,FB32x14,Q235B,GB/T 700-2006,GB/T 702-2008,32x14,热轧,S1,QA3,M,3.52,Kg,宽x厚
CWP00203,热轧扁钢,FB32x16,Q235B,GB/T 700-2006,GB/T 702-2008,32x16,热轧,S1,QA3,M,4.02,Kg,宽x厚
CWP00204,热轧扁钢,FB32x18,Q235B,GB/T 700-2006,GB/T 702-2008,32x18,热轧,S1,QA3,M,4.52,Kg,宽x厚
CWP00205,热轧扁钢,FB32x20,Q235B,GB/T 700-2006,GB/T 702-2008,32x20,热轧,S1,QA3,M,5.02,Kg,宽x厚
CWP00206,热轧扁钢,FB35x3,Q235B,GB/T 700-2006,GB/T 702-2008,35x3,热轧,S1,QA3,M,0.82,Kg,宽x厚
CWP00207,热轧扁钢,FB35x4,Q235B,GB/T 700-2006,GB/T 702-2008,35x4,热轧,S1,QA3,M,1.1,Kg,宽x厚
CWP00208,热轧扁钢,FB35x5,Q235B,GB/T 700-2006,GB/T 702-2008,35x5,热轧,S1,QA3,M,1.37,Kg,宽x厚
CWP00209,热轧扁钢,FB35x6,Q235B,GB/T 700-2006,GB/T 702-2008,35x6,热轧,S1,QA3,M,1.65,Kg,宽x厚
CWP00210,热轧扁钢,FB35x7,Q235B,GB/T 700-2006,GB/T 702-2008,35x7,热轧,S1,QA3,M,1.92,Kg,宽x厚
CWP00211,热轧扁钢,FB35x8,Q235B,GB/T 700-2006,GB/T 702-2008,35x8,热轧,S1,QA3,M,2.2,Kg,宽x厚
CWP00212,热轧扁钢,FB35x9,Q235B,GB/T 700-2006,GB/T 702-2008,35x9,热轧,S1,QA3,M,2.47,Kg,宽x厚
CWP00213,热轧扁钢,FB35x10,Q235B,GB/T 700-2006,GB/T 702-2008,35x10,热轧,S1,QA3,M,2.75,Kg,宽x厚
CWP00214,热轧扁钢,FB35x11,Q235B,GB/T 700-2006,GB/T 702-2008,35x11,热轧,S1,QA3,M,3.02,Kg,宽x厚
CWP00215,热轧扁钢,FB35x12,Q235B,GB/T 700-2006,GB/T 702-2008,35x12,热轧,S1,QA3,M,3.3,Kg,宽x厚
CWP00216,热轧扁钢,FB35x14,Q235B,GB/T 700-2006,GB/T 702-2008,35x14,热轧,S1,QA3,M,3.85,Kg,宽x厚
CWP00217,热轧扁钢,FB35x16,Q235B,GB/T 700-2006,GB/T 702-2008,35x16,热轧,S1,QA3,M,4.4,Kg,宽x厚
CWP00218,热轧扁钢,FB35x18,Q235B,GB/T 700-2006,GB/T 702-2008,35x18,热轧,S1,QA3,M,4.95,Kg,宽x厚
CWP00219,热轧扁钢,FB35x20,Q235B,GB/T 700-2006,GB/T 702-2008,35x20,热轧,S1,QA3,M,5.5,Kg,宽x厚
CWP00220,热轧扁钢,FB35x22,Q235B,GB/T 700-2006,GB/T 702-2008,35x22,热轧,S1,QA3,M,6.04,Kg,宽x厚
CWP00221,热轧扁钢,FB35x25,Q235B,GB/T 700-2006,GB/T 702-2008,35x25,热轧,S1,QA3,M,6.87,Kg,宽x厚
CWP00222,热轧扁钢,FB35x28,Q235B,GB/T 700-2006,GB/T 702-2008,35x28,热轧,S1,QA3,M,7.69,Kg,宽x厚
CWP00223,热轧扁钢,FB40x3,Q235B,GB/T 700-2006,GB/T 702-2008,40x3,热轧,S1,QA3,M,0.94,Kg,宽x厚
CWP00224,热轧扁钢,FB40x4,Q235B,GB/T 700-2006,GB/T 702-2008,40x4,热轧,S1,QA3,M,1.26,Kg,宽x厚
CWP00225,热轧扁钢,FB40x5,Q235B,GB/T 700-2006,GB/T 702-2008,40x5,热轧,S1,QA3,M,1.57,Kg,宽x厚
CWP00226,热轧扁钢,FB40x6,Q235B,GB/T 700-2006,GB/T 702-2008,40x6,热轧,S1,QA3,M,1.88,Kg,宽x厚
CWP00227,热轧扁钢,FB40x7,Q235B,GB/T 700-2006,GB/T 702-2008,40x7,热轧,S1,QA3,M,2.2,Kg,宽x厚
CWP00228,热轧扁钢,FB40x8,Q235B,GB/T 700-2006,GB/T 702-2008,40x8,热轧,S1,QA3,M,2.51,Kg,宽x厚
CWP00229,热轧扁钢,FB40x9,Q235B,GB/T 700-2006,GB/T 702-2008,40x9,热轧,S1,QA3,M,2.83,Kg,宽x厚
CWP00230,热轧扁钢,FB40x10,Q235B,GB/T 700-2006,GB/T 702-2008,40x10,热轧,S1,QA3,M,3.14,Kg,宽x厚
CWP00231,热轧扁钢,FB40x11,Q235B,GB/T 700-2006,GB/T 702-2008,40x11,热轧,S1,QA3,M,3.45,Kg,宽x厚
CWP00232,热轧扁钢,FB40x12,Q235B,GB/T 700-2006,GB/T 702-2008,40x12,热轧,S1,QA3,M,3.77,Kg,宽x厚
CWP00233,热轧扁钢,FB40x14,Q235B,GB/T 700-2006,GB/T 702-2008,40x14,热轧,S1,QA3,M,4.4,Kg,宽x厚
CWP00234,热轧扁钢,FB40x16,Q235B,GB/T 700-2006,GB/T 702-2008,40x16,热轧,S1,QA3,M,5.02,Kg,宽x厚
CWP00235,热轧扁钢,FB40x18,Q235B,GB/T 700-2006,GB/T 702-2008,40x18,热轧,S1,QA3,M,5.65,Kg,宽x厚
CWP00236,热轧扁钢,FB40x20,Q235B,GB/T 700-2006,GB/T 702-2008,40x20,热轧,S1,QA3,M,6.28,Kg,宽x厚
CWP00237,热轧扁钢,FB40x22,Q235B,GB/T 700-2006,GB/T 702-2008,40x22,热轧,S1,QA3,M,6.91,Kg,宽x厚
CWP00238,热轧扁钢,FB40x25,Q235B,GB/T 700-2006,GB/T 702-2008,40x25,热轧,S1,QA3,M,7.85,Kg,宽x厚
CWP00239,热轧扁钢,FB40x28,Q235B,GB/T 700-2006,GB/T 702-2008,40x28,热轧,S1,QA3,M,8.79,Kg,宽x厚
CWP00240,热轧扁钢,FB45x3,Q235B,GB/T 700-2006,GB/T 702-2008,45x3,热轧,S1,QA3,M,1.06,Kg,宽x厚
CWP00241,热轧扁钢,FB45x4,Q235B,GB/T 700-2006,GB/T 702-2008,45x4,热轧,S1,QA3,M,1.41,Kg,宽x厚
CWP00242,热轧扁钢,FB45x5,Q235B,GB/T 700-2006,GB/T 702-2008,45x5,热轧,S1,QA3,M,1.77,Kg,宽x厚
CWP00243,热轧扁钢,FB45x6,Q235B,GB/T 700-2006,GB/T 702-2008,45x6,热轧,S1,QA3,M,2.12,Kg,宽x厚
CWP00244,热轧扁钢,FB45x7,Q235B,GB/T 700-2006,GB/T 702-2008,45x7,热轧,S1,QA3,M,2.47,Kg,宽x厚
CWP00245,热轧扁钢,FB45x8,Q235B,GB/T 700-2006,GB/T 702-2008,45x8,热轧,S1,QA3,M,2.83,Kg,宽x厚
CWP00246,热轧扁钢,FB45x9,Q235B,GB/T 700-2006,GB/T 702-2008,45x9,热轧,S1,QA3,M,3.18,Kg,宽x厚
CWP00247,热轧扁钢,FB45x10,Q235B,GB/T 700-2006,GB/T 702-2008,45x10,热轧,S1,QA3,M,3.53,Kg,宽x厚
CWP00248,热轧扁钢,FB45x11,Q235B,GB/T 700-2006,GB/T 702-2008,45x11,热轧,S1,QA3,M,3.89,Kg,宽x厚
CWP00249,热轧扁钢,FB45x12,Q235B,GB/T 700-2006,GB/T 702-2008,45x12,热轧,S1,QA3,M,4.24,Kg,宽x厚
CWP00250,热轧扁钢,FB45x14,Q235B,GB/T 700-2006,GB/T 702-2008,45x14,热轧,S1,QA3,M,4.95,Kg,宽x厚
CWP00251,热轧扁钢,FB45x16,Q235B,GB/T 700-2006,GB/T 702-2008,45x16,热轧,S1,QA3,M,5.65,Kg,宽x厚
CWP00252,热轧扁钢,FB45x18,Q235B,GB/T 700-2006,GB/T 702-2008,45x18,热轧,S1,QA3,M,6.36,Kg,宽x厚
CWP00253,热轧扁钢,FB45x20,Q235B,GB/T 700-2006,GB/T 702-2008,45x20,热轧,S1,QA3,M,7.07,Kg,宽x厚
CWP00254,热轧扁钢,FB45x22,Q235B,GB/T 700-2006,GB/T 702-2008,45x22,热轧,S1,QA3,M,7.77,Kg,宽x厚
CWP00255,热轧扁钢,FB45x25,Q235B,GB/T 700-2006,GB/T 702-2008,45x25,热轧,S1,QA3,M,8.83,Kg,宽x厚
CWP00256,热轧扁钢,FB45x28,Q235B,GB/T 700-2006,GB/T 702-2008,45x28,热轧,S1,QA3,M,9.89,Kg,宽x厚
CWP00257,热轧扁钢,FB45x30,Q235B,GB/T 700-2006,GB/T 702-2008,45x30,热轧,S1,QA3,M,10.6,Kg,宽x厚
CWP00258,热轧扁钢,FB45x32,Q235B,GB/T 700-2006,GB/T 702-2008,45x32,热轧,S1,QA3,M,11.3,Kg,宽x厚
CWP00259,热轧扁钢,FB45x36,Q235B,GB/T 700-2006,GB/T 702-2008,45x36,热轧,S1,QA3,M,12.72,Kg,宽x厚
CWP00260,热轧扁钢,FB50x3,Q235B,GB/T 700-2006,GB/T 702-2008,50x3,热轧,S1,QA3,M,1.18,Kg,宽x厚
CWP00261,热轧扁钢,FB50x4,Q235B,GB/T 700-2006,GB/T 702-2008,50x4,热轧,S1,QA3,M,1.57,Kg,宽x厚
CWP00262,热轧扁钢,FB50x5,Q235B,GB/T 700-2006,GB/T 702-2008,50x5,热轧,S1,QA3,M,1.96,Kg,宽x厚
CWP00263,热轧扁钢,FB50x6,Q235B,GB/T 700-2006,GB/T 702-2008,50x6,热轧,S1,QA3,M,2.36,Kg,宽x厚
CWP00264,热轧扁钢,FB50x7,Q235B,GB/T 700-2006,GB/T 702-2008,50x7,热轧,S1,QA3,M,2.75,Kg,宽x厚
CWP00265,热轧扁钢,FB50x8,Q235B,GB/T 700-2006,GB/T 702-2008,50x8,热轧,S1,QA3,M,3.14,Kg,宽x厚
CWP00266,热轧扁钢,FB50x9,Q235B,GB/T 700-2006,GB/T 702-2008,50x9,热轧,S1,QA3,M,3.53,Kg,宽x厚
CWP00267,热轧扁钢,FB50x10,Q235B,GB/T 700-2006,GB/T 702-2008,50x10,热轧,S1,QA3,M,3.93,Kg,宽x厚
CWP00268,热轧扁钢,FB50x11,Q235B,GB/T 700-2006,GB/T 702-2008,50x11,热轧,S1,QA3,M,4.32,Kg,宽x厚
CWP00269,热轧扁钢,FB50x12,Q235B,GB/T 700-2006,GB/T 702-2008,50x12,热轧,S1,QA3,M,4.71,Kg,宽x厚
CWP00270,热轧扁钢,FB50x14,Q235B,GB/T 700-2006,GB/T 702-2008,50x14,热轧,S1,QA3,M,5.5,Kg,宽x厚
CWP00271,热轧扁钢,FB50x16,Q235B,GB/T 700-2006,GB/T 702-2008,50x16,热轧,S1,QA3,M,6.28,Kg,宽x厚
CWP00272,热轧扁钢,FB50x18,Q235B,GB/T 700-2006,GB/T 702-2008,50x18,热轧,S1,QA3,M,7.06,Kg,宽x厚
CWP00273,热轧扁钢,FB50x20,Q235B,GB/T 700-2006,GB/T 702-2008,50x20,热轧,S1,QA3,M,7.85,Kg,宽x厚
CWP00274,热轧扁钢,FB50x22,Q235B,GB/T 700-2006,GB/T 702-2008,50x22,热轧,S1,QA3,M,8.64,Kg,宽x厚
CWP00275,热轧扁钢,FB50x25,Q235B,GB/T 700-2006,GB/T 702-2008,50x25,热轧,S1,QA3,M,9.81,Kg,宽x厚
CWP00276,热轧扁钢,FB50x28,Q235B,GB/T 700-2006,GB/T 702-2008,50x28,热轧,S1,QA3,M,10.99,Kg,宽x厚
CWP00277,热轧扁钢,FB50x30,Q235B,GB/T 700-2006,GB/T 702-2008,50x30,热轧,S1,QA3,M,11.78,Kg,宽x厚
CWP00278,热轧扁钢,FB50x32,Q235B,GB/T 700-2006,GB/T 702-2008,50x32,热轧,S1,QA3,M,12.56,Kg,宽x厚
CWP00279,热轧扁钢,FB50x36,Q235B,GB/T 700-2006,GB/T 702-2008,50x36,热轧,S1,QA3,M,14.13,Kg,宽x厚
CWP00280,热轧扁钢,FB55x4,Q235B,GB/T 700-2006,GB/T 702-2008,55x4,热轧,S1,QA3,M,1.73,Kg,宽x厚
CWP00281,热轧扁钢,FB55x5,Q235B,GB/T 700-2006,GB/T 702-2008,55x5,热轧,S1,QA3,M,2.16,Kg,宽x厚
CWP00282,热轧扁钢,FB55x6,Q235B,GB/T 700-2006,GB/T 702-2008,55x6,热轧,S1,QA3,M,2.59,Kg,宽x厚
CWP00283,热轧扁钢,FB55x7,Q235B,GB/T 700-2006,GB/T 702-2008,55x7,热轧,S1,QA3,M,3.02,Kg,宽x厚
CWP00284,热轧扁钢,FB55x8,Q235B,GB/T 700-2006,GB/T 702-2008,55x8,热轧,S1,QA3,M,3.45,Kg,宽x厚
CWP00285,热轧扁钢,FB55x9,Q235B,GB/T 700-2006,GB/T 702-2008,55x9,热轧,S1,QA3,M,3.89,Kg,宽x厚
CWP00286,热轧扁钢,FB55x10,Q235B,GB/T 700-2006,GB/T 702-2008,55x10,热轧,S1,QA3,M,4.32,Kg,宽x厚
CWP00287,热轧扁钢,FB55x11,Q235B,GB/T 700-2006,GB/T 702-2008,55x11,热轧,S1,QA3,M,4.75,Kg,宽x厚
CWP00288,热轧扁钢,FB55x12,Q235B,GB/T 700-2006,GB/T 702-2008,55x12,热轧,S1,QA3,M,5.18,Kg,宽x厚
CWP00289,热轧扁钢,FB55x14,Q235B,GB/T 700-2006,GB/T 702-2008,55x14,热轧,S1,QA3,M,6.04,Kg,宽x厚
CWP00290,热轧扁钢,FB55x16,Q235B,GB/T 700-2006,GB/T 702-2008,55x16,热轧,S1,QA3,M,6.91,Kg,宽x厚
CWP00291,热轧扁钢,FB55x18,Q235B,GB/T 700-2006,GB/T 702-2008,55x18,热轧,S1,QA3,M,7.77,Kg,宽x厚
CWP00292,热轧扁钢,FB55x20,Q235B,GB/T 700-2006,GB/T 702-2008,55x20,热轧,S1,QA3,M,8.64,Kg,宽x厚
CWP00293,热轧扁钢,FB55x22,Q235B,GB/T 700-2006,GB/T 702-2008,55x22,热轧,S1,QA3,M,9.5,Kg,宽x厚
CWP00294,热轧扁钢,FB55x25,Q235B,GB/T 700-2006,GB/T 702-2008,55x25,热轧,S1,QA3,M,10.79,Kg,宽x厚
CWP00295,热轧扁钢,FB55x28,Q235B,GB/T 700-2006,GB/T 702-2008,55x28,热轧,S1,QA3,M,12.09,Kg,宽x厚
CWP00296,热轧扁钢,FB55x30,Q235B,GB/T 700-2006,GB/T 702-2008,55x30,热轧,S1,QA3,M,12.95,Kg,宽x厚
CWP00297,热轧扁钢,FB55x32,Q235B,GB/T 700-2006,GB/T 702-2008,55x32,热轧,S1,QA3,M,13.82,Kg,宽x厚
CWP00298,热轧扁钢,FB55x36,Q235B,GB/T 700-2006,GB/T 702-2008,55x36,热轧,S1,QA3,M,15.54,Kg,宽x厚
CWP00299,热轧扁钢,FB60x4,Q235B,GB/T 700-2006,GB/T 702-2008,60x4,热轧,S1,QA3,M,1.88,Kg,宽x厚
CWP00300,热轧扁钢,FB60x5,Q235B,GB/T 700-2006,GB/T 702-2008,60x5,热轧,S1,QA3,M,2.36,Kg,宽x厚
CWP00301,热轧扁钢,FB60x6,Q235B,GB/T 700-2006,GB/T 702-2008,60x6,热轧,S1,QA3,M,2.83,Kg,宽x厚
CWP00302,热轧扁钢,FB60x7,Q235B,GB/T 700-2006,GB/T 702-2008,60x7,热轧,S1,QA3,M,3.3,Kg,宽x厚
CWP00303,热轧扁钢,FB60x8,Q235B,GB/T 700-2006,GB/T 702-2008,60x8,热轧,S1,QA3,M,3.77,Kg,宽x厚
CWP00304,热轧扁钢,FB60x9,Q235B,GB/T 700-2006,GB/T 702-2008,60x9,热轧,S1,QA3,M,4.24,Kg,宽x厚
CWP00305,热轧扁钢,FB60x10,Q235B,GB/T 700-2006,GB/T 702-2008,60x10,热轧,S1,QA3,M,4.71,Kg,宽x厚
CWP00306,热轧扁钢,FB60x11,Q235B,GB/T 700-2006,GB/T 702-2008,60x11,热轧,S1,QA3,M,5.18,Kg,宽x厚
CWP00307,热轧扁钢,FB60x12,Q235B,GB/T 700-2006,GB/T 702-2008,60x12,热轧,S1,QA3,M,5.65,Kg,宽x厚
CWP00308,热轧扁钢,FB60x14,Q235B,GB/T 700-2006,GB/T 702-2008,60x14,热轧,S1,QA3,M,6.59,Kg,宽x厚
CWP00309,热轧扁钢,FB60x16,Q235B,GB/T 700-2006,GB/T 702-2008,60x16,热轧,S1,QA3,M,7.54,Kg,宽x厚
CWP00310,热轧扁钢,FB60x18,Q235B,GB/T 700-2006,GB/T 702-2008,60x18,热轧,S1,QA3,M,8.48,Kg,宽x厚
CWP00311,热轧扁钢,FB60x20,Q235B,GB/T 700-2006,GB/T 702-2008,60x20,热轧,S1,QA3,M,9.42,Kg,宽x厚
CWP00312,热轧扁钢,FB60x22,Q235B,GB/T 700-2006,GB/T 702-2008,60x22,热轧,S1,QA3,M,10.36,Kg,宽x厚
CWP00313,热轧扁钢,FB60x25,Q235B,GB/T 700-2006,GB/T 702-2008,60x25,热轧,S1,QA3,M,11.78,Kg,宽x厚
CWP00314,热轧扁钢,FB60x28,Q235B,GB/T 700-2006,GB/T 702-2008,60x28,热轧,S1,QA3,M,13.19,Kg,宽x厚
CWP00315,热轧扁钢,FB60x30,Q235B,GB/T 700-2006,GB/T 702-2008,60x30,热轧,S1,QA3,M,14.13,Kg,宽x厚
CWP00316,热轧扁钢,FB60x32,Q235B,GB/T 700-2006,GB/T 702-2008,60x32,热轧,S1,QA3,M,15.07,Kg,宽x厚
CWP00317,热轧扁钢,FB60x36,Q235B,GB/T 700-2006,GB/T 702-2008,60x36,热轧,S1,QA3,M,16.96,Kg,宽x厚
CWP00318,热轧扁钢,FB60x40,Q235B,GB/T 700-2006,GB/T 702-2008,60x40,热轧,S1,QA3,M,18.84,Kg,宽x厚
CWP00319,热轧扁钢,FB60x45,Q235B,GB/T 700-2006,GB/T 702-2008,60x45,热轧,S1,QA3,M,21.2,Kg,宽x厚
CWP00320,热轧扁钢,FB65x4,Q235B,GB/T 700-2006,GB/T 702-2008,65x4,热轧,S1,QA3,M,2.04,Kg,宽x厚
